Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar
KAVTEI_clean,0.0002344817,0.121780941,0.236911438,0.994508102,2.282072406
KAVTUY_clean,9.37022e-05,0.049911729,0.097038207,0.370589399,0.743023202
KAVXAI_clean,0.0006581836,0.327583797,0.628434972,2.63074734,5.469557674
KAWBOB_clean,8.48732e-05,0.042753665,0.083401515,0.405402367,1.102406574
KAWHEY_clean,0.0002792192,0.132705287,0.259487743,1.261152904,3.294719285
KAXQIL_clean,0.0004537495,0.202576961,0.359227415,0.932599378,1.297206246
KAYBIX_clean,0.000442698,0.211132409,0.405090979,1.523867943,2.984017839
KAYBUJ_clean,0.0004081756,0.200217264,0.388601495,1.490746824,2.998192297
KAYCIY_clean,0.0003234117,0.155087192,0.303737739,1.340854377,3.177801241
KECRAL_clean,0.0001171861,0.048454863,0.096200274,0.469901948,1.321260437
KECRAL10_clean,0.000105573,0.048172982,0.096567668,0.469998547,1.300336914
KECRAL11_clean,0.0001961549,0.093485111,0.18585996,0.842069849,2.169552527
KECRAL12_clean,0.000109712,0.049011046,0.098635842,0.475002002,1.346485617
KEDJAG_clean,0.0001098526,0.058291761,0.115596847,0.561048963,1.581621156
KEDJAG01_clean,0.0001298257,0.058497485,0.116182061,0.560513682,1.568287053
KEDJAG02_clean,0.0001138472,0.057996158,0.114032946,0.570957664,1.592226921
KEDJAG03_clean,0.0001238338,0.059795743,0.117743965,0.570899741,1.612044323
KEDJAG04_clean,0.0001058579,0.057103356,0.11420072,0.550247461,1.545657427
KEDJAG06_clean,0.0001118499,0.056823732,0.114626149,0.553505088,1.559530806
KEDJAG08_clean,8.98794e-05,0.058026118,0.115337195,0.565165438,1.566103983
KEDJAG10_clean,0.0001338204,0.057898289,0.115137463,0.562339231,1.545929062
KEDJAG12_clean,0.0001278284,0.058517458,0.114520292,0.556345276,1.558582079
KEDJAG14_clean,0.0001018633,0.057946225,0.115652772,0.567861819,1.563000149
KEDJAG16_clean,0.0001318231,0.057604683,0.116104166,0.559968413,1.556337092
KEDJAG18_clean,0.0001178418,0.057255152,0.115159434,0.578219916,1.571532697
KEDJAG20_clean,0.000143807,0.058886962,0.114018964,0.578167986,1.567258434
KEDJAG22_clean,0.0001238338,0.058974844,0.11627993,0.569056216,1.580620499
KEDJAG24_clean,0.0001098526,0.058413598,0.117692034,0.561412475,1.595702257
KEDJAG26_clean,0.0001018633,0.057996158,0.11705489,0.571337154,1.60983329
KEDJAG28_clean,0.0001278284,0.058699214,0.117719997,0.57339639,1.622947688
KEDQAN_clean,0.0001957193,0.099822371,0.198839656,0.791980038,1.728876996
KEFBEE_clean,0.0003204771,0.147202949,0.295722453,1.325082056,3.411093788
KEFBII_clean,0.0004125061,0.174499806,0.338725938,1.489020191,3.712310908
KEFBOO_clean,0.0002685079,0.13554451,0.272448882,1.2679635,3.220392563
KEFWAV_clean,0.0001838756,0.080775228,0.15797145,0.676168292,1.570520719
KEGZOL_clean,0.0001788081,0.091903377,0.18777828,0.865242342,2.344205655
KEGZOL01_clean,0.0002026492,0.090790794,0.178506088,0.847711204,2.299535424
KEGZOL02_clean,0.0001728478,0.089221256,0.176648471,0.828316488,2.256424797
KEGZOL03_clean,0.0001947021,0.09158947,0.181917349,0.861395982,2.321858619
KEGZOL04_clean,0.0001768213,0.09189543,0.184370993,0.851505909,2.316522191
KEHFUA_clean,0.0003408145,0.160063612,0.305285594,1.202396279,2.409578216
KEHGIP_clean,0.0006707335,0.33638177,0.637538159,2.408191585,4.404680398
KEJBOQ_clean_h,0.0005184748,0.232381853,0.436814264,1.576538649,2.860054344
KEJHIQ_clean_h,0.0004220823,0.208698509,0.396164382,1.459886207,2.775139861
KELJAN_clean,0.0001899084,0.094308987,0.181273323,0.832551721,1.97476219
KENJEU_clean,0.0001434612,0.07065366,0.140523067,0.613580473,1.498992091
KEPPIF_clean,0.0001214497,0.050814547,0.102071517,0.485866388,1.308809426
KEQDER_clean,0.0005346245,0.248640102,0.498221049,2.027893933,4.814380407
KESGAS_clean,0.0002290881,0.104897875,0.200988092,0.844730045,1.836681431
KETHEY_clean,0.0004138847,0.163088228,0.312048407,1.094822117,1.988930798
KETHEY01_clean,0.0003314023,0.161325168,0.310266199,1.101567995,1.984503263
KETHEY02_clean,0.0003387668,0.165829293,0.316023762,1.10790588,1.992439244
KEVBIY_clean,0.0028136572,1.14039006,1.956598954,4.964422233,7.173374526
KEVBOE_clean,0.0024637841,1.023663351,1.823006102,4.944175865,7.297361667
KEVVIS_clean,0.0002315158,0.102048842,0.199302001,0.804508267,1.747730559
KEWJIG_clean,0.0006993308,0.316325433,0.598917223,2.339991801,4.68455947
KEWNUX_clean,5.6762e-05,0.031115806,0.061728638,0.294764891,0.825530271
KEWZET_clean,0.0001182619,0.06840166,0.136789609,0.612744093,1.574156862
KEXFAU_clean,0.0004383229,0.195705908,0.381678935,1.583734689,3.616011043
KEXFIC_clean,8.982e-05,0.032285284,0.062973001,0.285406364,0.673772498
KEXFIC10_clean,5.52738e-05,0.031452338,0.063068195,0.282714068,0.67479967
KEYFUR_clean,2.94277e-05,0.014843664,0.029438059,0.131196065,0.30433868
KEYMUY_clean,0.0001576275,0.085087308,0.168341934,0.750493807,1.799164143
KEYROX_clean,0.0001709178,0.07942057,0.157201678,0.765804101,2.043734255
KEYYET_clean,4.26511e-05,0.020588066,0.041468485,0.201578325,0.555347347
KICXAX_clean,2.07774e-05,0.00825659,0.016888396,0.074792079,0.180645215
KICXEB_clean,1.55975e-05,0.008885584,0.017884094,0.08192556,0.196245257
KIDDIM_clean,0.0002817473,0.142022202,0.276834444,1.066518286,2.134239002
KIDDOS_clean,0.0004553533,0.209166878,0.400801463,1.444623714,2.664799992
KIFDIM_clean,0.0002464569,0.131147117,0.255132959,1.120593328,2.707330782
KIFKEQ_clean,0.0006755864,0.337793211,0.641418552,2.427220997,4.641985816
KIFWUT_clean,9.15748e-05,0.04757225,0.090449995,0.341119624,0.630003593
KIGCEK_clean,7.33307e-05,0.045492876,0.090942764,0.448093826,1.225533718
KIJPUQ_clean,0.000378599,0.169717803,0.332712449,1.487574218,3.610741808
KIJRUS_clean,0.0003980017,0.197365561,0.387989839,1.73111376,4.323837377
KIKDAL_clean,0.0001269398,0.059706564,0.113145949,0.414654631,0.765755738
KINMUR_clean,0.0020570212,0.897904072,1.628070785,4.580731812,6.961141673
KINNIG_clean,0.0005294778,0.260039008,0.499808625,2.221153152,5.074635652
KINPUU_clean,0.0001884344,0.096592515,0.185237939,0.715812185,1.417533279
KINQAB_clean,0.0002075333,0.098062959,0.182345704,0.703624471,1.369291095
KINSEH_clean,0.0005367216,0.277726879,0.532180764,2.088774491,4.975000431
KIPJIE_clean,0.0002353769,0.111266207,0.202322901,0.694517524,1.386933106
KIPJUQ_clean,2.53248e-05,0.013997153,0.027087083,0.130197655,0.340816373
KIPKAX_clean,3.90466e-05,0.020874467,0.041369519,0.180141923,0.460845085
KIPZEQ_clean,0.000319412,0.140279681,0.271583883,1.067969341,2.150806552
KIRFIA_clean,9.85344e-05,0.058398951,0.115216024,0.560458422,1.557304461
KIRTUC_clean,0.000839143,0.393037184,0.710503459,2.42950673,3.987158858
KITVEQ_clean,0.0001806187,0.090634453,0.17904278,0.7623508,1.695085971
KIVFAY_clean,7.62299e-05,0.036614081,0.071046292,0.320836516,0.806800605
KIYMIQ_clean,0.0002882912,0.13906047,0.276102901,1.136570089,2.5251087
KIYQEQ_clean,0.0002605914,0.125103452,0.246537536,1.055648212,2.459274809
KIYQIU_clean,0.0002349841,0.136016658,0.270834294,1.151006587,2.619577681
KIYQOA_clean,0.000302768,0.139042832,0.275086604,1.056234166,2.122757926
KIYTOD_clean,0.0002606808,0.139013945,0.269541546,1.262976998,3.387871261
KIYXUN_clean,8.45661e-05,0.040480339,0.080594225,0.391245963,1.093400047
KOBFIR_clean,0.0004422938,0.192225328,0.37714175,1.625728427,3.83414361
KOBRAV_clean,0.0001124816,0.068364435,0.135699663,0.568195121,1.239631468
KOBRAV01_clean,0.0001237297,0.067892012,0.131729063,0.567735821,1.239631468
KOCCUC_clean,0.000189306,0.108278,0.210427532,0.974080476,2.51842643
KOCWEF_clean,0.0002352875,0.108035979,0.21282993,0.968463016,2.443563804
KOFVOS_clean,0.0002380268,0.112848076,0.218691045,0.936079447,2.147175541
KOGSOQ_clean,0.0003708799,0.165247776,0.32084437,1.306781665,2.900836145
KOGYIP_clean,9.87022e-05,0.053136338,0.103673517,0.436918519,0.944746354
KOHDIW_clean,0.0004350668,0.209980331,0.42480973,1.885491587,4.530494233
KOHKIC_clean,0.0003344004,0.151385689,0.295606191,1.176251509,2.746223788
KOHKOI_clean,0.0003533547,0.153466226,0.29380785,1.161529091,2.735000532
KOHLIE_clean,0.0003751973,0.1873971,0.359529778,1.556516551,3.442534007
KOJTOU_clean,0.0001806952,0.097802436,0.190976295,0.854046604,2.120576338
KOJZEP_manual,0.0003768858,0.174362694,0.341662704,1.555132989,4.05231958
KOJZIT_clean,0.0004063975,0.200591895,0.397827326,1.796398943,4.636934058
KOJZOZ_clean,0.0001940929,0.078259809,0.153528764,0.673500961,1.696022588
KOJZUF_clean,0.0001874978,0.090076901,0.174058993,0.741246748,1.679452074
KOKKOL_clean,0.0004724988,0.219933996,0.40745758,1.379773274,2.599885366
KOMCOG_clean,0.0002741153,0.123245672,0.241682127,1.088574899,2.721900087
KOMDAT_clean,0.0001982354,0.103333793,0.205593092,0.928037581,2.34509747
KOMGUP_clean,0.0004454926,0.233510126,0.438349201,1.413079329,2.290001449
KOMVIT_clean,0.0001187348,0.050002448,0.099603459,0.47900464,1.223700173
KONSAJ_clean,0.0001447933,0.071857173,0.141719934,0.664074957,1.821872452
KONYOB_clean,0.0001043791,0.0435309,0.085860638,0.368662146,0.823946095
KOQLUZ_clean,2.04525e-05,0.009321237,0.018595991,0.089233888,0.233912239
KORNAI_clean,0.0001093008,0.053707661,0.105918292,0.481011176,1.102700238
KOSJAF_clean,5.52057e-05,0.038419607,0.076739487,0.373651777,1.04809449
KOSJEJ_clean,7.65757e-05,0.039570022,0.078566617,0.387780875,1.073471304
KOSJIN_clean,7.65757e-05,0.03898591,0.076666473,0.3783407,1.042969264
KOSJOT_clean,8.90415e-05,0.038773992,0.076662911,0.383020719,1.050115731
KOSJUZ_clean,9.08223e-05,0.039099883,0.077843601,0.381099204,1.059776728
KOSKAG_clean,7.47948e-05,0.039625228,0.078308397,0.383977024,1.080902704
KOSKEK_clean,6.94523e-05,0.038870156,0.07749812,0.381214958,1.071111706
KOSKIO_clean,8.19181e-05,0.038186318,0.075423454,0.375836854,1.035219095
KOSKIO01_clean,6.58907e-05,0.035937131,0.070162885,0.348230442,0.972289938
KOSKUA_clean,9.61648e-05,0.038798923,0.07678935,0.382153455,1.060088374
KOSLAH_clean,5.87674e-05,0.038173852,0.075754688,0.370574504,1.033217444
KOSLEL_clean,6.59921e-05,0.038890778,0.077731616,0.380781826,1.051345874
KOSLIP_clean,7.491e-05,0.037647629,0.075272071,0.372010221,1.028525076
KOSLOV_clean,7.491e-05,0.039095889,0.078355866,0.381165294,1.067731546
KOSLUB_clean,8.02607e-05,0.038364624,0.076961113,0.377615987,1.047625344
KOSMAI_clean,6.76715e-05,0.037849741,0.074611396,0.370658203,1.016812446
KOTSIX_clean,6.56e-05,0.043847403,0.086115086,0.395846429,0.965362683
KOXFUA_clean,0.0002549885,0.11637673,0.223500439,0.948104186,2.116342963
KOXGAH_clean,0.0002796372,0.1264897,0.245658383,0.985573325,2.015546259
KOZNEU_clean,0.0004965919,0.233165355,0.44405869,1.752681379,3.497126535
KOZNIY_clean,0.0001604433,0.094417192,0.185423112,0.849828777,2.06634953
KOZQEX_clean,0.0002829,0.145374941,0.292242347,1.422247275,4.058338107
KOZQIB_clean,0.0003216975,0.178674963,0.358287044,1.736005348,4.901830002
KOZSID_clean,3.16698e-05,0.017058169,0.033625456,0.148693874,0.3497954
KOZSOJ_clean,3.69482e-05,0.016333722,0.031522051,0.138439442,0.321847423
KUCDES_clean,0.0002504187,0.114414726,0.225802353,0.926829454,2.18484645
KUCDIW_clean,0.0001809078,0.098874945,0.193363691,0.840494503,2.053320827
KUCDOD_clean,0.0002403373,0.117079879,0.23616257,0.961500596,2.161588498
KUDWAJ_clean,0.0001544207,0.081213106,0.163092531,0.7465801,2.05969919
KUFTAI_clean,0.0005025402,0.249679549,0.481690667,1.920178883,4.035947412
KUFVAK_clean,0.0002221442,0.133085845,0.256937182,1.219700385,3.296982298
KUGZIW_clean,0.0001840516,0.100094457,0.199444246,0.925119542,2.48178785
KUHNEI_clean,0.0001755054,0.090364063,0.178898057,0.752178031,1.722533365
KUHZET_clean,0.0010518317,0.437090342,0.734597881,1.708968001,2.371540078
KUJMEJ_clean,0.0002162433,0.106826042,0.20883374,0.931306327,2.309857413
KUJMIN_clean,0.0001842829,0.089889601,0.180294596,0.839420582,2.241732524
KUJNEJ_clean,0.0002665434,0.140131301,0.277329215,1.277210979,3.450588732
KUJNOT_clean,0.0002623313,0.127952375,0.251894175,1.096090028,2.610880277
KUJNUZ_clean,0.0002824603,0.131432596,0.257685632,1.113762322,2.606937223
KUJPAH_clean,0.0003195619,0.138314984,0.271541559,1.193926188,2.959757518
KUJTUG_clean,0.0002247012,0.112517063,0.212925685,0.754135686,1.425464069
KUKMUA_clean,0.0001688864,0.090066025,0.179449425,0.827026772,2.163566735
KUKPOX_clean,0.0002348224,0.104620967,0.201794844,0.830895493,1.831647138
KUKPUD_clean,0.0003852346,0.184819851,0.368852587,1.613450359,3.846781186
KUKQAK_clean,0.0005888583,0.240113037,0.406312236,0.980452656,1.330061258
KUKZOH_clean,0.0004815086,0.227611077,0.421586233,1.678942129,3.779310407
KULLAG_clean,0.0003109664,0.151721202,0.294432828,1.23846441,2.988301301
KULLEK_clean,0.000190974,0.106396154,0.207803324,0.940487579,2.474731775
KULMAG_clean,0.0017255229,0.407447957,0.625459567,1.736157571,3.432275564
KULMEK_clean,0.0002619553,0.128856662,0.254990257,1.168998813,3.057168468
KULMIO_clean,0.0006051762,0.281150734,0.508187087,1.802620522,3.764841713
KULRIT_clean,0.0002022904,0.09568067,0.189292584,0.821744134,1.969579073
KULZEY_clean,0.0001298726,0.071007348,0.134436533,0.511902459,1.050746693
KUMGOQ_clean,9.28829e-05,0.049497302,0.098359517,0.444347192,1.115690925
KUNLAH_clean,0.0002783057,0.122504926,0.229878492,0.925672996,2.087296792
KUNMUD_clean,0.0004740185,0.243580802,0.457667506,1.666517936,3.05822582
KUNWEW_clean,0.0001605892,0.073538031,0.147454715,0.606187128,1.274676113
KUQWIE_clean,0.0001152176,0.052118531,0.101046696,0.389937318,0.749856442
KUQXIE_clean,6.45666e-05,0.031362965,0.063333294,0.290080342,0.678527391
KUSZED_clean,0.0001133021,0.050735152,0.102463288,0.491369557,1.389521654
KUTDAG_clean,0.0003510235,0.175731447,0.337659742,1.253015921,2.566269747
KUTRUO_clean,0.0001238926,0.059660752,0.116968469,0.507418724,1.221020596
KUVMIZ_clean,0.0003383791,0.145343544,0.291577764,1.428095903,4.088031726
KUVMUL_clean,0.000275706,0.142392619,0.284236995,1.225918609,2.985014508
KUVYAD_clean,0.0002128996,0.112996488,0.222341155,1.037530945,2.781587108
KUXLUL_clean,0.0002098021,0.099064249,0.195368793,0.881385803,2.244771314
KUXREC_clean,0.0002096031,0.11459125,0.221957357,1.074376189,2.940380145
KUYPIF_clean,0.0007596001,0.370187947,0.649683987,1.939361204,3.156053229
KUZZAI_clean,0.0004940364,0.206079605,0.399959832,1.527436009,3.021532864
la304204k_si_003_clean,0.0002465817,0.119011797,0.236123171,1.067599233,2.738500504
la4012839_si_002_auto,0.0003570566,0.160203252,0.308496297,1.351630231,3.221617119
LABJUV_clean,5.60244e-05,0.030861167,0.059642168,0.249670849,0.539084814
LABMOT_clean,0.0002798286,0.113130504,0.21941463,0.87962892,1.915551545
LABNAG_clean,0.0001777747,0.075105866,0.149966797,0.693653225,1.804662217
LABNEK_clean,0.0003931253,0.167963079,0.320282118,1.117963868,2.104105194
LABNIO_clean,0.0001678716,0.083775829,0.168914381,0.76591517,1.962916712
LABNOU_clean,0.0001999594,0.078937818,0.138671843,0.352447668,0.525971089
LABNUA_clean,0.0002392426,0.098255459,0.193523376,0.822000347,1.984365225
LABPEM_clean,0.0002204936,0.088891626,0.165219337,0.514636285,0.840061631
LABQAJ_clean,0.0002449936,0.113865179,0.220465161,0.904309128,2.039052382
LABQEN_clean,0.0002854372,0.128518085,0.252693096,0.982616223,2.01037704
LABRUE_clean,0.0003210707,0.141765275,0.277510473,1.10470409,2.459537339
LACBID_clean,0.0001927397,0.098823419,0.187861444,0.852267904,2.279013786
LACNUB_clean,0.0004592919,0.219398132,0.409562896,1.585849742,3.568429093
LACQIS_clean,0.0002540305,0.138388433,0.272272187,1.210612274,3.039629736
LACYUM_clean,0.0010644946,0.402092739,0.688863351,2.406904036,4.789424802
LACZAT_clean,0.000296639,0.151943807,0.302040228,1.371772032,3.474117576
LACZEX_clean,0.0002181842,0.128638423,0.252634788,1.244519188,3.424845662
LACZIB_clean,0.000282603,0.122165758,0.245126338,1.183651009,3.271119503
LADHEF_clean,0.0002124087,0.106368814,0.210391539,0.938745207,2.330127949
LADHIJ_clean,0.0002493641,0.129358887,0.255106236,1.121356326,2.724465388
LADKEJ_clean,0.0001699689,0.080873749,0.157862661,0.686874467,1.609094116
LAFFEG_clean,0.0003411113,0.16591435,0.320714154,1.361476466,3.049499144
LAFFEG02_clean,0.0003363737,0.161557284,0.317953679,1.32801597,3.023719969
LAFQOA_clean,0.0004983495,0.267125906,0.509140632,2.068631231,4.545861518
LAFQUG_clean,0.0006075286,0.27208827,0.524765562,2.076442815,4.576641205
LAFRAN_manual,0.0005511781,0.266631079,0.516850081,2.057764394,4.554155604
LAFRAN01_clean,0.0005331283,0.242906208,0.487332117,2.005639323,4.47574876
LAFRER_manual,0.0005106762,0.251340729,0.491907952,1.992387277,4.521158879
LAFRIV_manual,0.0005635048,0.273659039,0.530228036,2.118490835,4.671744958
LAFROB_manual,0.0006374648,0.268893902,0.520562169,2.058033819,4.607938611
LAGHIL_clean,0.0003638648,0.182044088,0.352747442,1.258219024,2.280538588
LAGTIY_clean,0.0001282677,0.062644728,0.124247282,0.610051068,1.699518591
LAGVEX_clean,0.0002422215,0.118928286,0.229880391,0.969754376,2.114593268
LAGWEX_clean_h,0.0001183106,0.06444244,0.127774323,0.586281443,1.538662735
LAGWIB_clean,0.000178354,0.088430288,0.171583676,0.796167473,2.055408499
LAGWUN_clean,7.65209e-05,0.036175266,0.071426395,0.346123265,0.954748613
LAHTUM_clean,0.000269952,0.127912049,0.249930367,1.080649895,2.548807286
LAHVAU_clean,0.0003088882,0.159720664,0.308882441,1.30666082,3.038838886
LAHYOL_clean,0.0005189567,0.240466174,0.430220632,1.409508494,2.32758702
LAJFAG_clean,0.0012781954,0.56658427,1.018577746,2.974406622,4.471356787
LAJJAK_clean,0.0003673221,0.167774384,0.330146877,1.350952806,2.882069062
LAKFIN_clean,0.0002672779,0.127494202,0.246288706,1.109071056,2.654580627
LALFEL_clean,7.23258e-05,0.054023437,0.107630513,0.513178672,1.402066238
LAMFEK_clean,6.986e-05,0.033651776,0.065971606,0.294270902,0.723233354
LAMFIO_clean,5.96903e-05,0.02663025,0.051795699,0.247294709,0.608650503
LAMFOU_clean,7.36984e-05,0.034654381,0.068321895,0.314030141,0.742784548
LAMGUB_clean,6.44861e-05,0.033029945,0.064320301,0.28308947,0.691860088
LAMHAI_clean,5.06677e-05,0.033499389,0.066185792,0.295640081,0.699949641
LAPZEK_clean,0.0008529235,0.367087698,0.66172385,2.394598292,5.272432504
LAPZIO_clean,0.0008731889,0.380701178,0.682776835,2.437002283,5.346518987
LAQNID_clean,0.0005642623,0.26403681,0.483337486,1.867103525,4.371385722
LAQNOJ_clean,0.0007533261,0.371827108,0.683898717,2.443777267,5.358596781
LAQNUP_clean,0.0008969436,0.404533694,0.703900249,2.489486084,5.386684647
LAQZOV_clean,0.0001795193,0.087349705,0.173648124,0.79069861,2.082338748
LARNIE_clean,0.0001813627,0.086328665,0.175776058,0.73263969,1.664952646
LARPEC_clean,0.0002040616,0.094327715,0.18745362,0.833219261,2.168883214
LARVIM_clean,9.89816e-05,0.051458951,0.102355572,0.495332568,1.360998302
LARXUA_clean,0.0003952211,0.165474438,0.329142151,1.554886902,4.169577039
LASDEQ_clean,0.0003150041,0.154320722,0.309096218,1.346703067,3.366288289
LASMAV_neutral,0.0002009345,0.099473907,0.193538476,0.847241824,2.035063006
LASRAB_clean,8.1943e-05,0.051602505,0.102465368,0.506288934,1.417259681
LASREF_clean,0.0001078969,0.055944523,0.114094189,0.572177064,1.611190136
LASRIJ_clean,8.1897e-05,0.056229491,0.11158702,0.545590338,1.562574774
LASWEJ_clean,0.0002664057,0.135198579,0.267429949,1.109173097,2.578561102
LASWIN_clean,0.0003356282,0.183023346,0.354453388,1.33129744,2.556294369
LASYOU_clean,0.0002723472,0.134860866,0.271250962,1.22881404,3.25502107
LATCEO_clean,0.0001230879,0.059668007,0.120233465,0.571389412,1.599374008
LATCIS_clean,0.0001168556,0.055017329,0.108541504,0.535869303,1.48327143
LATPIG_clean,0.0002322944,0.111253821,0.218669471,0.895610188,2.01006293
LATYOX_clean,0.0001209171,0.06145049,0.121966434,0.585628253,1.645616414
LAVCUJ_clean,1.72508e-05,0.011465654,0.023222108,0.112288246,0.325217951
LAVDOE_clean,0.0002187597,0.099582685,0.18996724,0.774536082,1.686167026
LAVMAY_clean,0.0004242764,0.181519849,0.346381761,1.247643476,2.274015066
LAVTIN_clean,0.0001168611,0.049550982,0.098551047,0.476591299,1.194341345
LAVTOT_clean,0.0001168611,0.051064612,0.098632665,0.463695764,1.216003321
LAVTUZ_clean,0.000120565,0.061305478,0.12022523,0.563310752,1.434528082
LAWFOF_clean,0.0001775614,0.099160442,0.194872134,0.937515154,2.717909285
LAWFUL_clean,0.0002069859,0.097731834,0.195986205,0.94002435,2.728671536
LAWFUN_clean,0.0002463473,0.12053568,0.236743175,0.97027818,2.147662587
LAWGAS_clean,0.0002222054,0.097961142,0.192553689,0.930690708,2.714122661
LAWGEW_clean,0.0001907517,0.098947368,0.198077371,0.956481757,2.677277145
LAWGIA_clean,0.0002110444,0.098229006,0.19272009,0.95605561,2.666680279
LAWGOG_clean,0.0001623419,0.097879971,0.194968525,0.949545701,2.672350069
LAWGOI_clean,6.77552e-05,0.037651044,0.071958629,0.32760812,0.767328945
LAWGUM_clean,0.0002029273,0.097234662,0.194270455,0.965122403,2.653932384
LAWHOJ_clean,0.00011104,0.053794214,0.107600881,0.499864757,1.334105223
LAWHUP_clean,0.0001193421,0.055908125,0.110207727,0.505580723,1.349761864
LAXCUK_clean,0.0002329716,0.109319687,0.217295307,0.978807812,2.523855359
LAXJAX_clean,0.0006163333,0.265629097,0.519524968,2.097683422,4.698286032
LAYGAV_clean,0.0003216214,0.148514785,0.290881148,1.23824984,2.798299739
LAZGOK_manual,5.01973e-05,0.021277765,0.041433471,0.200358234,0.555240106
LAZJIH_clean,0.0002847417,0.126165345,0.251085254,1.078396147,2.542877314
LAZKUU_clean,0.000348213,0.163360836,0.322200658,1.353603352,3.055426933
LAZXOB_clean,0.0001884742,0.084059475,0.159263051,0.702016144,1.624788017
LECFAC_clean,0.0002774546,0.149058891,0.299696698,1.256667534,3.074712899
LECFEG_clean,0.0003126602,0.138858164,0.274866731,1.187206514,2.861820144
LECGIL_clean,0.0001386755,0.057405339,0.114549086,0.565909357,1.598868224
LEDLAJ_clean,0.0001841059,0.092270804,0.176446568,0.711087398,1.569935972
LEDLEN_clean,0.000185688,0.091249345,0.17753398,0.808791608,2.137714742
LEGGEK_clean,0.0006734239,0.292380362,0.543580369,1.62922832,2.582127986
LEGGIO_clean,0.0003858493,0.181572325,0.344519161,1.462842672,3.094891961
LEHXUT_clean,0.0003539609,0.187846465,0.363281826,1.683173769,4.34778548
LEJBUX_clean,0.0001168556,0.054092763,0.109837735,0.527653167,1.484847898
LEJCAE_clean,0.0001282165,0.061149541,0.121500569,0.578699571,1.605653826
LEJCEK_clean,0.0003098862,0.160586267,0.31743759,1.554935327,4.25837398
LEJRIC_clean,9.09621e-05,0.039142261,0.077430192,0.380200382,1.057668636
LEJZOQ_clean,0.0001984778,0.088511702,0.17223982,0.718528447,1.636553883
LELDUD_clean,0.0003179795,0.146353017,0.293957343,1.376630491,4.003532891
LELMIA_clean,0.0001875134,0.104588844,0.204934389,0.841902934,1.864913119
LELMIA01_clean,0.0002457072,0.114774379,0.223029434,0.896818502,1.894831209
LELROL_clean,0.0003155007,0.158726973,0.314352114,1.44516858,3.896022158
LENGAO_clean,0.000231157,0.109220864,0.21512794,0.915845568,2.286941066
LENGES_clean,0.0292655933,1.840216994,2.044744783,2.394056613,2.588786695
LENKIA_clean,6.22684e-05,0.033474449,0.06624665,0.328213232,0.907769366
LEQBUG_clean,0.0007819128,0.339634502,0.630583621,2.338752981,5.180846732
LEQCAN_clean,0.0008292522,0.366341123,0.673894109,2.39556683,5.276897932
LEQQAA_clean,0.0003195493,0.163286421,0.321555099,1.474102281,3.7134547
LEQQII_clean,0.000183536,0.09605707,0.193597722,0.921619546,2.604140082
LEQVUZ_clean,0.0002982241,0.138003834,0.276381075,1.294303921,3.511631516
LETDEU_clean,2.10404e-05,0.016897318,0.033959133,0.167249782,0.474834906
LETDUK_clean,0.0001998585,0.075601934,0.151674821,0.730389953,2.009270886
LEVDIB_clean,0.0004454172,0.190092168,0.362989159,1.527037928,3.69604123
LEVLEF_clean,0.0003559081,0.177186158,0.34378351,1.362008581,3.001931786
LEVNOQ_clean,0.0005513334,0.256183674,0.498236517,1.977706745,4.03695842
LEVNOQ01_clean,0.0005785118,0.263438367,0.507007377,2.009383179,3.957595527
LEVPAF_clean,0.0001585224,0.083871964,0.166409319,0.764497914,2.091208529
LEVYOC_clean,0.000181136,0.07834699,0.154429779,0.608952416,1.256972192
LEWMUX_clean,0.0005558726,0.264321702,0.482204837,1.825596546,3.4793489
LEWZET_clean,0.0008751858,0.414469186,0.773104894,2.472354059,3.967803071
LEYRAK_clean,9.47066e-05,0.052759248,0.107361435,0.526607021,1.423762525
LEZJOQ_clean,0.0002656981,0.118388889,0.222933765,0.73370173,1.28712973
LEZMIN_clean,0.0003360242,0.178103952,0.341179649,1.324126261,2.483065826
LEZXAR_clean,1.90591e-05,0.011126043,0.022063176,0.105729917,0.275522026
LICKAL_clean,0.0002537302,0.105548076,0.196942421,0.681568895,1.261119872
LIDSAU_clean,0.0005769268,0.312958817,0.599583115,2.314453139,4.492185048
LIDSEY_clean,0.0006146545,0.315027749,0.602309475,2.359186842,4.601126173
LIDSIC_clean,0.0004863715,0.254659741,0.48511279,2.043487319,4.380736778
LIDWIG_clean,0.0002775771,0.129387545,0.254826479,1.022595662,2.16245851
LIDZOP_clean,0.0002466668,0.11907309,0.22337594,0.68303211,1.097381327
LIDZUV_clean,0.0004678661,0.200844646,0.352932398,0.923959988,1.293621625
LIFSAW_clean,0.0002501208,0.12608539,0.246394387,0.988581622,2.118516499
LIFSEA_clean,0.0002942898,0.148481593,0.28663148,1.126082587,2.267506631
LIFWOO_clean,0.0007729907,0.326368014,0.608204072,2.044953019,3.434078048
LIGHAM_clean,0.0001854316,0.087523705,0.171357894,0.755067825,1.772488834
LIJNOJ_clean,0.0002371444,0.124959494,0.233730857,0.821793457,1.464433876
LIJNOJ01_clean,0.000266571,0.122726529,0.230931862,0.80969044,1.502728362
LIKDOA_clean,0.000289286,0.124694503,0.248003692,1.193969015,3.283795753
