,Adsorbent,O2_40C_0.5bar,O2_40C_1bar,O2_40C_5bar
941,DUWRUK_clean,0.0404407584,0.0811370309,0.3719197047
942,DUWSAR_clean,0.043255031,0.0861949246,0.4200682735
943,DUXMAL_clean,0.1588027323,0.3042130922,1.2276157147
944,DUYJIS_clean,0.2100110884,0.4057851709,1.6066625797
945,DUYRIZ_clean,0.0071623281,0.0143049631,0.0670553171
946,DUYVEA_clean,0.0136224794,0.0262708486,0.1242844123
947,DUZKAM_clean,0.078489271,0.1516164737,0.7096222505
948,DUZKEQ_clean,0.0607906204,0.1206231056,0.5596758186
949,DUZPUL_clean,0.1131371188,0.2263266592,1.0435605196
950,DUZWOM_clean,0.0118227635,0.023348533,0.111246775
951,EBAMUS_clean,0.1109924524,0.209470011,0.8486544488
952,EBATUY_clean,0.1115965342,0.2184067043,0.8872371227
953,EBATUZ_clean,0.1663399068,0.326774282,1.412356439
954,EBAVAH_auto,0.1358973793,0.2664927895,1.1850906242
955,EBAVIP_clean,0.1456222235,0.2830466053,1.1197449622
956,EBAVOV_clean,0.1466383122,0.2824686245,1.1151942678
957,EBAVUB_clean,0.1501895929,0.286938291,1.1232071029
958,EBELUU_clean,0.1730064629,0.337590787,1.4150235441
959,EBEMEE_clean,0.0306923971,0.0597068431,0.2690915267
960,EBEMII_clean,0.0356071642,0.0713318968,0.3011762168
961,EBIHII_clean,0.0585038909,0.1181285304,0.5601758804
962,EBIJAC_clean,0.0450521684,0.0873440529,0.3879793388
963,EBIMEJ_clean,0.0874554421,0.1695101445,0.7427383699
964,EBIPOX_clean,0.0687309755,0.1341220456,0.6297752599
965,EBIZUN_clean,0.0933541158,0.1863295861,0.8629244897
966,EBOBIJ_clean,0.1578915609,0.310061954,1.3353332516
967,EBOCOQ_clean,0.111852864,0.2171485888,0.9203511561
968,EBOXEA_clean,0.0157495499,0.0313489825,0.1528058364
969,EBUQEX_clean,0.2162930259,0.4174350818,1.6355588467
970,EBUQIB_clean,0.1235019387,0.2394007766,0.9983804558
971,EBUREA_clean,0.0485342574,0.0973213886,0.4400256491
972,ECAFOG_clean,0.0362543979,0.0727171852,0.3508795207
973,ECAHAT_clean,0.1490172869,0.2797185584,1.0013626459
974,ECAHEX_clean,0.0326277266,0.0643531061,0.3060281667
975,ECAHOH_clean,0.030966262,0.0605843745,0.2885881598
976,ECASAD_clean,0.02124538,0.0422268782,0.1945446388
977,ECEDEY_clean,0.0603977146,0.1208396805,0.5585770823
978,ECEZAO_clean,0.1041365428,0.200547679,0.7952162504
979,ECEZAO01_clean,0.0786037615,0.1540326572,0.6207237499
980,ECIWIW_clean,0.0372382621,0.0737702705,0.3279519963
981,ECIWOC_clean,0.1063879606,0.2009337099,0.7278216104
982,ECODEG_clean,0.1473592928,0.281242623,1.1323722669
983,ECODIK_clean,0.116448751,0.2299497047,0.9745751323
984,ECOGEI_clean,0.1647170889,0.3265625689,1.3038140733
985,ECOKAJ_clean,0.1031952439,0.2058038123,1.0290488923
986,ECOLEP_clean,0.0933406066,0.1848907421,0.9205461546
987,EDADIX_clean,0.1552733441,0.29529951,1.0779533775
988,EDAFUM_clean,0.0086070476,0.0175668303,0.0837629354
989,EDAGAT_clean,0.0090141692,0.017139508,0.0832827806
990,EDAGEX_clean,0.0087298056,0.0175450757,0.0863004528
991,EDAPIK_clean_h,0.1146238996,0.2297981879,0.9984176367
992,EDATOT_clean,0.0525218552,0.1047257279,0.5108103673
993,EDAVOV_clean,0.0105766517,0.020613219,0.0949821404
994,EDOMAM_clean,0.1127925526,0.2219160124,1.0036974069
995,EDUSIF_clean,0.0769054013,0.1512214497,0.7577671942
996,EDUSOL_clean,0.1310426667,0.2554897141,1.011985493
997,EDUSUR_clean,0.0695650796,0.1388399216,0.6556503061
998,EDUTIG_clean,0.0871981409,0.1709387895,0.8208629887
999,EDUVAA_clean,0.1832734145,0.3385425918,1.3275436557
1000,EDUVEE_clean,0.2049706654,0.373080896,1.4613856154
1001,EDUVOO_clean,0.134872614,0.2660906329,1.283416665
1002,EDUWAB_clean,0.2275999648,0.446491469,2.0106790751
1003,EFAYEQ_clean_h,0.0947922874,0.1904934813,0.9332990875
1004,EFAYIU_clean,0.1041508997,0.2077271222,1.0248508233
1005,EFEGOM_clean,0.0733632466,0.1430032367,0.6375589663
1006,EFESEP_clean,0.1641424946,0.3051768192,1.1569020998
1007,EFESOZ_clean,0.1723400105,0.3175453517,1.1816153347
1008,EFIMOV_clean,0.0432680184,0.0857674446,0.3831431806
1009,EFOSUO_clean,0.0239729425,0.0479611313,0.2339501141
1010,EFOTAV_clean,0.0244979878,0.04846426,0.2355681305
1011,EFOTEZ_clean,0.0167874664,0.0332476826,0.1606456927
1012,EGABAR_clean,0.0203284269,0.0400889989,0.1821758971
1013,EGATAI_clean,0.0602275012,0.1224851,0.6017216959
1014,EGATEM_clean,0.1307476991,0.2583437924,1.0210459148
1015,EGATIQ_clean,0.129629424,0.2506486209,1.0388623779
1016,EGATOW_clean,0.0679853332,0.1362919622,0.6153424435
1017,EGEJIK_manual,0.1297746945,0.2501549984,1.0394778978
1018,EGEJOQ_clean,0.1122313996,0.2080942459,0.7737533871
1019,EGEJUW_clean,0.0965085716,0.1752760493,0.6501192393
1020,EGELUY_SL,0.0686535322,0.1379517738,0.6562399915
1021,EGELUY01_manual,0.0677144991,0.1361197582,0.6503174756
1022,EGIFUV_clean,0.1091469876,0.1965050957,0.6497864437
1023,EGOXII_clean,0.1001579832,0.1950120428,0.7805910842
1024,EGOZAB_clean,0.0822303596,0.1649434834,0.7370035321
1025,EHALOP_manual,0.0688637635,0.1363319917,0.6531686124
1026,EHIPOC_clean,0.0187686174,0.0370168837,0.1735544639
1027,EHUSUX_clean,0.2203551518,0.416924527,1.5654674319
1028,EHUTAE_clean,0.2432042106,0.45488731,1.7169436439
1029,EJATIS_clean,0.7422523928,0.9955848711,1.5212751213
1030,EJAXIW_clean,0.1075543066,0.2154660168,0.991145126
1031,EJONOH_clean,0.0429115784,0.0843426005,0.3899886525
1032,EJOQOL_clean,0.0366838003,0.0728437552,0.3335425488
1033,EJOQUR_clean,0.0879990216,0.1750511735,0.7732195427
1034,EJORAY_clean,0.0734323913,0.1425067079,0.643934682
1035,EJOZOU_clean,0.0387455728,0.0752943478,0.3589914866
1036,EKADIF_clean,0.2116327409,0.4067312199,1.6633402538
1037,EKEKIQ_clean,0.0456985155,0.0919047697,0.4307594349
1038,EKEKOW_clean,0.1995645067,0.370128827,1.4437499963
1039,EKOKIA_clean,0.0568729929,0.1145534194,0.5163983383
1040,EKOPEA_clean,0.0900910916,0.179710885,0.7952686085
1041,EKOPIE_clean,0.0839432094,0.1674739111,0.7484297934
1042,EKOPOK_clean,0.0764632838,0.1526015031,0.6294791688
1043,EKOPUQ_clean,0.0664953611,0.1309579145,0.6016056475
1044,EKUPEG_clean,0.0508435665,0.1025944844,0.4772117771
1045,ELELEN_clean,0.0771863199,0.1533054547,0.6877061952
1046,ELEREU_clean,0.1711753473,0.3288258568,1.3575971999
1047,ELERIY_clean,0.11646391,0.2329206165,1.1039255873
1048,ELEROE_clean,0.0951549215,0.1825138695,0.8629247061
1049,ELIJOZ_clean,0.0505111555,0.0992772221,0.4513410032
1050,ELILER_clean,0.0445052204,0.0896401684,0.3978568701
1051,ELOGUJ_clean,0.0159361926,0.0329647854,0.1479559813
1052,ELOHOE_clean,0.1378446595,0.266330299,1.0289412401
1053,ELOZEK_clean,0.001932699,0.0039533043,0.0191319872
1054,EMAGAB_clean,0.0536372365,0.1050791455,0.4608205372
1055,EMAMOW_clean,0.0259508466,0.0509024271,0.2476799435
1056,EMAMUC_clean,0.020095716,0.0405123761,0.1941017429
1057,EMAPAK_clean,0.0621130392,0.1262421264,0.6075512458
1058,EMIYUW_clean,0.1052976194,0.2100549006,1.0035135159
1059,EMIZAD_clean,0.1320493744,0.2621135122,1.2816220327
1060,EMOHIZ_clean,0.0334335858,0.0654907262,0.3008492003
1061,EMUBIZ_clean,0.0570518409,0.1120755255,0.4924244457
1062,EMUBOF_clean,0.0998264542,0.1941108807,0.8016075854
1063,ENAFAB_clean,0.0201856376,0.0401360438,0.1899076322
1064,ENANIS_clean,0.1413399201,0.2703261941,0.9843921989
1065,ENCDBZ_clean,0.1139045365,0.2231518436,0.9842254169
1066,ENCDBZ01_clean,0.0778092077,0.1561936908,0.7133120294
1067,ENCNBZ01_clean,0.1592402154,0.3135507167,1.3098639937
1068,ENEQUL_clean,0.0711723351,0.1436892777,0.6435480468
1069,ENESOH_clean,0.1143606188,0.2290837826,1.0685262506
1070,ENESUN_clean,0.1165845039,0.2320706365,1.0802172182
1071,ENIHUG_clean,0.1098184534,0.2184976043,1.0504803932
1072,ENIHUG01_clean,0.1091314368,0.2196414868,1.0437613712
1073,ENISOK_clean,0.0801138422,0.1605401851,0.7471913134
1074,ENISUQ_clean,0.0900629371,0.1805421322,0.8250141769
1075,ENITAX_clean,0.1271654105,0.2512650409,1.1397468962
1076,ENITEB_clean,0.1204770816,0.2307640312,1.044067019
1077,ENITIF_clean,0.139981819,0.268977242,1.1930708621
1078,ENITOL_clean,0.1129642942,0.2196025673,0.9691587931
1079,ENIXUV_clean,0.1019488134,0.2001525734,0.8680718141
1080,EPECEJ_clean,0.1325773743,0.2617084678,1.1195356785
1081,EPECOT_clean,0.1631762035,0.300892627,0.9806462812
1082,EPEWAY_clean,0.0541295892,0.1070540024,0.4896406766
1083,EPEWEC_clean,0.0544777762,0.1090734866,0.5019294288
1084,EPEXUU_clean,0.057467951,0.1142826701,0.4993139737
1085,EPEYAB_clean,0.0664990022,0.1292653893,0.553657057
1086,EPISOM_clean,0.1777225524,0.3471024626,1.4178837793
1087,EPONAA_clean,0.0515932879,0.1021711118,0.5132651755
1088,EPONEE_clean,0.0522626258,0.1026330153,0.5159328789
1089,EPOPEG_clean,0.1196766382,0.236380602,1.0564002239
1090,EPOTAF_clean,0.1024555453,0.2026689776,0.9954248854
1091,EQERAU_clean,0.1288233122,0.2561811046,1.1658548673
1092,EQEREY_clean,0.1738638343,0.3413451437,1.3923287516
1093,EQERIC_clean,0.2469644652,0.4731774935,1.7989992699
1094,EQETAX_clean,0.1785589268,0.3530758887,1.4806272866
1095,EQOXIT_clean,0.0501618802,0.1002828206,0.4671030279
1096,ERALEQ_clean,0.3993361003,0.7405860076,2.4799261451
1097,ERALIU_clean,0.2671352153,0.5054248809,2.0833905
1098,ERALUG_clean,0.1037728014,0.2040211924,0.8472862176
1099,ERAMAN_clean,0.0788418069,0.1614861858,0.7256571103
1100,ERAMER_clean,0.1007986698,0.2016695607,0.933348823
1101,ERAMOB_clean,0.146569187,0.2860913031,1.2086540271
1102,ERAMUH_clean,1.7304454551,2.101615174,3.3772932636
1103,ERANAO_clean,1.3180595042,1.3328718049,1.4149065928
1104,ERANES_clean,0.1249487517,0.251595381,1.0856813754
1105,EREFEN01_SL,0.1593609207,0.3136846456,1.2442517691
1106,EREGOY_clean,0.0832731742,0.1666116577,0.7742182814
1107,ERIRIG_auto,0.113055039,0.2236665566,1.1203354911
1108,ERIWAF_clean,0.1282007235,0.2478516249,1.116888473
1109,ERULEK_clean,0.0889628955,0.1780175486,0.8273410867
1110,ERUNOW_clean,0.0791672992,0.1581749815,0.7146924435
1111,ERUNUC_clean,0.1072455134,0.2112821015,1.0060931742
1112,ESANET_clean,0.0293793916,0.0596201647,0.2773636375
1113,ESARIB_clean,0.5813006156,0.8416053966,1.4282987399
1114,ESAROH_clean,0.067475895,0.1311987372,0.514696142
1115,ESARUN_clean,0.1030188545,0.2061758592,0.8478435775
1116,ESASAU_clean,0.057864133,0.1135320489,0.450672861
1117,ESASEY_clean,0.0797493707,0.1517719026,0.611884365
1118,ESEBOV_clean,0.1185189131,0.2377897103,1.1404562456
1119,ESEDIQ_clean,0.1526202394,0.2980232797,1.3592279243
1120,ESEHIV_clean,0.1144215182,0.2215505985,0.8482634778
1121,ESEQUO_clean,0.049313146,0.0980537836,0.4676384144
1122,ESEVIH_clean,0.0351466231,0.0699073259,0.3329273847
1123,ESIFET_clean,0.0614780137,0.1207945302,0.5415335565
1124,ESIGES_clean,0.0818511316,0.1606332604,0.7181723571
1125,ESIGES01_clean,0.0820768408,0.1629951838,0.7198625017
1126,ESIGES02_clean,0.0805353862,0.1579579114,0.7012719817
1127,ESURER_clean,0.0645616389,0.1276511416,0.5666877431
1128,ESURER01_clean,0.0657067784,0.12911025,0.5696763098
1129,ESURER02_clean,0.065697659,0.1299739901,0.5757746013
1130,ESURER03_clean,0.0656494563,0.1298007209,0.5753212355
1131,ESURER04_clean,0.0633422411,0.1267053267,0.568451701
1132,ESUSAO_clean,0.0673256939,0.1347347655,0.5914791241
1133,ESUSAO01_clean,0.0658613744,0.1310001428,0.57349735
1134,ESUSIW_clean,0.0621931933,0.1208389292,0.5437862549
1135,ESUSOC_clean,0.0636431822,0.1253895235,0.5776367016
1136,ESUSOC01_clean,0.0633061977,0.1237219711,0.5737457458
1137,ESUSOC02_clean,0.0610167871,0.119815382,0.5591060247
1138,ESUTAP_clean,0.0646124471,0.1263874495,0.5824011682
1139,ESUTIX_clean,0.0609835663,0.121875287,0.5644717222
1140,ESUVAR_clean,0.0738239375,0.1432462312,0.6245088222
1141,ESUVAR01_clean,0.0827835579,0.1625498881,0.6618654716
1142,ESUVOF_clean,0.0663803133,0.1322499386,0.5920970739
1143,ETAXUT_clean,0.170079094,0.3239933522,1.2544835418
1144,ETEKEU_clean,0.0515286052,0.1038337814,0.4974168888
1145,ETEPID_clean,0.2253694514,0.3998489071,1.3382047212
1146,ETESIG_clean,0.0934861513,0.1832345053,0.7173153319
1147,ETEXEI_clean,0.088674075,0.174498503,0.7310407691
1148,ETEXEI01_clean,0.0881318617,0.1736347289,0.7250454776
1149,ETIPII_clean,0.2803314506,0.5308977424,1.8688829724
1150,ETIXAI_clean,0.1542027859,0.2843389382,0.9730761009
1151,ETIXIQ_clean,0.135280572,0.2659919868,1.1570984133
1152,ETIXOW_clean,0.222358565,0.4130389297,1.4116848409
1153,ETIYEN_clean,0.1748923695,0.3449360843,1.2681104318
1154,ETUXEW_clean,0.1358035783,0.2582415314,0.9837875136
1155,EVADEK_clean,0.1044073688,0.1905488076,0.6615599511
1156,EVAKIV_clean,0.1383669294,0.2723104113,1.2371886198
1157,EVEGIV_clean,0.0625746816,0.1173688427,0.466628672
1158,EVEGOB_clean,0.0580291405,0.1154126482,0.5180645996
1159,EVEGUH_clean,0.0614970509,0.1182496471,0.5303147987
1160,EVIMUT_clean,0.1732161871,0.3396917223,1.4137341206
1161,EVOTIT_SL,0.0746534057,0.1414356789,0.573500194
1162,EVUDAA_clean,0.144105198,0.2775399172,1.1386110517
1163,EVURAP_clean,0.0521693717,0.1039474578,0.461655837
1164,EWECOY_clean,0.0445962141,0.0884617772,0.4198101338
1165,EWESAC_clean,0.1060629064,0.1982632739,0.7393308298
1166,EWIPIL_clean,0.1234451788,0.2448379389,1.0490184653
1167,EWUCOP_clean,0.125193068,0.2478200242,1.0893700757
1168,EWUGEK_clean,0.02533728,0.0483999324,0.1942597533
1169,EWUKAK_clean,0.0657489524,0.1317486675,0.6125223669
1170,EWUKEO_clean,0.0818442565,0.1651972848,0.7600674627
1171,EWUKIS_clean,0.0847337095,0.1648236311,0.7584267792
1172,EWUSUL_clean,0.0414422697,0.08237293,0.4030928398
1173,EWUTEW_clean,0.0929561317,0.1799323111,0.7655891439
1174,EXALAR_clean,0.0775462432,0.1530732611,0.7395865106
1175,EXAPEA_clean,0.0800092334,0.1513311668,0.5253374521
1176,EXAXAE_clean,0.0585282195,0.1150170979,0.4941394309
1177,EXAXAE01_clean,0.0567001447,0.1107868011,0.4837414011
1178,EXEMUR_clean,0.0228001597,0.046152222,0.2104487313
1179,EXEQAA_clean,0.0612724519,0.1208324778,0.5793908363
1180,EXEQII_SL,0.0608883131,0.1223484633,0.5870196168
1181,EXEWIO_clean,0.1628838728,0.3100566547,1.1427291414
1182,EXEXAH_clean,0.0694320764,0.1374358276,0.6631852065
1183,EXIDOF_clean,0.0721612833,0.1414407665,0.6684031762
1184,EXOTOB_clean,0.0605226735,0.1215789354,0.5875884257
1185,EXOTUH_SL,0.116400044,0.2280725179,1.0115874898
1186,EXOZIB_clean,0.0466075906,0.0950773686,0.4677074358
1187,EXUHEM_clean,0.0725759058,0.1429019386,0.5963083608
1188,EXUHUC_clean,0.0177779328,0.0358515991,0.1680042207
1189,EYINOR_clean,0.1071739413,0.2145321191,0.964040312
1190,EYOCOM_clean,0.0908177863,0.1846248701,0.8337436594
1191,EYULOA_clean,0.1306970971,0.2464807806,0.884111393
1192,EYUWAW_clean_h,0.0954867462,0.1912420888,0.8099807563
1193,EZABEN_clean,0.0621113907,0.1228358011,0.537013451
1194,EZEQEH_clean,0.0964321849,0.1850899893,0.7524298812
1195,EZEQIL_clean,0.0826956638,0.167941,0.7015304568
1196,EZEQOR_clean,0.0794528051,0.1578049923,0.6787272049
1197,EZEQUX_clean,0.0852693027,0.1680239611,0.7078170676
1198,EZESAF_clean,0.0851970125,0.1648960097,0.6353096734
1199,EZIMEG_clean,0.2599095802,0.5026843832,1.986249427
1200,EZIMIK_clean,0.2529576957,0.489465015,1.9063478516
1201,EZITUE_clean,0.0480181992,0.0917014538,0.3682542876
1202,EZIVAM_clean,0.0471297758,0.0930131915,0.369788526
1203,EZOBUR_clean,0.0539813894,0.1064378593,0.458867511
1204,EZOBUR01_clean,0.170004784,0.3027138586,0.9641081142
1205,EZOBUR02_clean,0.0553414487,0.1087116296,0.462250281
1206,EZOFEF_clean,0.1604826915,0.3147137895,1.2759905109
1207,EZOFUV_clean,0.0997807666,0.2005545185,0.9449252613
1208,EZUCIM_clean,0.1421699558,0.2794210227,1.1929195105
1209,EZULAO_clean,0.0917659638,0.1773866955,0.7294305414
1210,FABCUI_clean,0.0763792188,0.1491293837,0.6457088932
1211,FAFDEX_clean,0.0240263738,0.0471170492,0.2199481247
1212,FAFQEJ01_clean,0.0255159245,0.0507221219,0.2464230812
1213,FAGQAI_clean,0.1039543127,0.2040645139,0.9896837313
1214,FAGREM_clean,0.0272814803,0.0546157862,0.267111107
1215,FAGXIX_clean,0.2665912777,0.4973829861,1.6528319907
1216,FAHGAY_clean,0.0961007677,0.1908451224,0.8821823028
1217,FAHPOV_clean,0.1412892653,0.2744852548,1.1852838724
1218,FAHQIR_clean,0.0893851454,0.1730887656,0.6907464379
1219,FAJYAS_clean,0.0738410288,0.1457985188,0.6782599866
1220,FAKHIK_clean,0.1089431121,0.2147966906,0.8809546887
1221,FAKLIO_clean,0.121030456,0.2411868146,1.1251479868
1222,FAKLOU_clean,0.1070085727,0.21138992,0.9833231553
1223,FAKLUA_clean,0.1392364631,0.2806900276,1.2911103542
1224,FAKMAH_clean,0.1353441223,0.267221974,1.2239222811
1225,FAKNIR_clean,0.0958354522,0.1912336148,0.858123159
1226,FALBAX_manual,0.130757756,0.2620842996,1.2437324714
1227,FALDAA_clean,0.0856134298,0.1676214568,0.7678843889
1228,FALRIV_clean,0.1766192885,0.3471367246,1.3768357198
1229,FALRIV01_clean,0.1749456115,0.3404739396,1.3613241847
1230,FALROB_clean,0.1649795566,0.3158339481,1.2893469526
1231,FALSAO_clean,0.1706273052,0.3275111298,1.316090296
1232,FAMPUH_clean,0.1420897279,0.2742823045,1.2025699882
1233,FAMQAO_clean,0.1322103773,0.26521924,1.1611784337
1234,FAMQES_clean,0.1404749563,0.2787375483,1.2008356981
1235,FANCIJ_clean,0.1043986821,0.2069185815,0.9395125899
1236,FANQER_clean,0.0226663699,0.0458921076,0.2190410809
1237,FAPXEC_clean,0.062574978,0.123687018,0.6059539065
1238,FAPXIG_clean,0.0648731782,0.1286732117,0.6209681263
1239,FAPXOM_clean,0.0654572949,0.1317681246,0.6333206097
1240,FAQGEL_clean,0.0850624658,0.1683830697,0.7073874029
1241,FAQGIP_clean,0.0970322443,0.1897963281,0.7970831522
1242,FAQLUH_clean,0.0631137179,0.121430622,0.5959117045
1243,FARBIL_clean,0.0633773533,0.1258927798,0.5859253363
1244,FARFIO_clean,0.0543410249,0.1073785762,0.514218365
1245,FARFOU_clean,0.0573034649,0.1118676603,0.5324887202
1246,FARFUA_clean,0.0561579881,0.1121026806,0.5233249057
1247,FARHIR_ion_b,0.0487858702,0.0956549956,0.3925791792
1248,FARHOX_ion_b,0.0606819313,0.1194721438,0.5222462326
1249,FASVIH_clean,0.0330396413,0.066478558,0.3228279601
1250,FATKIV_clean,0.0586183532,0.1160312556,0.5229818164
1251,FATKUI_clean,0.0181698197,0.035598336,0.1732392548
1252,FATLUJ_clean,0.0342435802,0.06842926,0.3172890173
1253,FATQID_clean,0.0952938612,0.1894436788,0.9307889324
1254,FATVOM_clean,0.0461010441,0.0892297001,0.3939355811
1255,FAVDAK_clean,0.1484681555,0.2740818585,0.8086055285
1256,FAVDEO_clean,0.0849657535,0.1583642775,0.5531414822
1257,FAVDIS_clean,0.0516066511,0.0976471666,0.3656452096
1258,FAVFUG_clean,0.1120684947,0.2235750783,0.9743928604
1259,FAVKAP_clean,0.0695464793,0.1356558589,0.6478558836
1260,FAYPAY_clean,0.0948963285,0.1867307512,0.8665838
1261,FAYPEC_clean,0.0865525651,0.1682660721,0.7762705758
1262,FAYPIG_clean,0.0852825995,0.1702477274,0.7909731568
1263,FAYPOM_clean,0.0698236728,0.139196722,0.645342362
1264,FAYQAZ_clean,0.0708550712,0.1415373505,0.6617068119
1265,FAYQED_clean,0.131397176,0.255950394,1.1514211721
1266,FAYQUT_clean,0.1002476772,0.1998440006,0.9060620004
1267,FAZFET_clean,0.0173281044,0.0357851582,0.1664232732
1268,FAZPED_clean,0.0228867992,0.0453775637,0.2155471141
1269,FEBPUY_clean,0.0591278554,0.116794283,0.5085671202
1270,FEBXIV_clean,0.1460535145,0.2907758635,1.3942825417
1271,FECCIZ_clean,0.1637680687,0.313123697,1.1938617991
1272,FECJUT_clean,0.1164955978,0.2262387794,0.9745163224
1273,FECKAA_clean,0.1534010229,0.2991767168,1.1537000783
1274,FECXES_clean,0.122804424,0.2399117768,1.0361649596
1275,FECXUI_clean,0.1225139994,0.2328290983,0.9827505594
1276,FECYUJ_clean,0.1303684447,0.2516912137,1.0475459601
1277,FECZAQ_manual,0.0812371393,0.1597373798,0.7305894595
1278,FEFCUQ_clean,0.1096687563,0.2159373414,1.0156983351
1279,FEFDAX_clean,0.099302974,0.1974756637,0.9442087489
1280,FEFDEB_manual,0.0879035759,0.1727660138,0.8509613899
1281,FEFZOF_clean,0.0717173772,0.1424452096,0.619991897
1282,FEGNIQ_clean,0.0494002515,0.0989379907,0.4544503807
1283,FEHCIG_manual,0.0801563831,0.1565838693,0.7440490419
1284,FEJDII_clean,0.1035116143,0.2040313009,0.8141171309
1285,FEJDII01_clean,0.1017087214,0.1988563929,0.7989896488
1286,FENROG_clean,0.0191631223,0.0385358049,0.1902807237
1287,FEQSIF_clean,0.1108125219,0.2191557498,0.9578335787
1288,FERHAN_clean,0.1295585566,0.2464518998,0.9448233292
1289,FESTUT_clean,0.1301947652,0.2495005283,0.9131151221
1290,FEVNOL_clean,1.1470291883,1.6395851911,2.5976924534
1291,FEVSAC_clean,0.0409197596,0.0805172941,0.3690157955
1292,FEWWEL_clean,0.3622090148,0.6826176558,2.5235499646
1293,FEWWIP_clean,0.4596846059,0.8652096943,2.9844457258
1294,FEWWOV_clean,0.2171817756,0.4258194103,1.7005974717
1295,FEWWUB_clean,0.1695546215,0.3264133948,1.3011599369
1296,FEWXIQ_clean,0.1400786689,0.2789102918,1.320812555
1297,FEXCES_clean,0.1381549642,0.2639496528,1.1287786888
1298,FEYJID_clean,0.0471128063,0.0958380762,0.461891807
1299,FEYJOJ_clean,0.0989848501,0.1976506894,0.9207943768
1300,FEZCIX_clean,0.0283746187,0.0564505985,0.2775978304
1301,FEZQEI_clean,0.0227802909,0.0453041382,0.2122327329
1302,FEZREJ_clean,0.0714454672,0.1426787054,0.6462596596
1303,FEZTIP_clean,0.097858473,0.1929123536,0.8442789436
1304,FIBKEI_clean,0.14220788,0.2797164304,1.222319938
1305,FIDMIP_clean,0.0169688151,0.0335425937,0.158543535
1306,FIFMIS_clean,0.0977915286,0.1902646708,0.8006395528
1307,FIFMIS01_clean,0.0971626074,0.190237227,0.7852938756
1308,FIFMOY_clean,0.0962523869,0.1860108765,0.766536015
1309,FIFNUE_clean,0.0761223467,0.1503493097,0.7194956606
1310,FIFNUE01_clean,0.072657265,0.1456455547,0.6758297576
1311,FIFPAM_clean,0.0646093975,0.1272067655,0.6146443225
1312,FIFPAM01_clean,0.0776301417,0.150910238,0.7129238201
1313,FIHFAF_clean,0.0820714404,0.1642740239,0.7127928124
1314,FIHHOV_clean,0.0681515137,0.1344774789,0.5653184021
1315,FIHHUB_SL,0.0940459653,0.1865830514,0.873174149
1316,FIHRIZ_clean,0.078232651,0.1529067416,0.7104605354
1317,FIJCUX01_clean,0.0464194948,0.0928725634,0.4508195233
1318,FIJDIM_clean,0.0711507337,0.1407769498,0.616981605
1319,FIJDIM01_clean,0.0724920838,0.1412954548,0.6130110959
1320,FIJDIM02_clean,0.0708548477,0.1412771381,0.6139339786
1321,FIJDIM03_clean,0.0726104383,0.1401739058,0.6152682839
1322,FIJDIM04_clean,0.0715635652,0.138805785,0.6081543377
1323,FIJDIM05_clean,0.0700235487,0.1404458392,0.6167899836
1324,FIJDIM06_clean,0.0713494001,0.1388889149,0.6058450174
1325,FIJDIM07_clean,0.070902753,0.1397357126,0.6090109982
1326,FIJDIM08_clean,0.0696868022,0.1374066667,0.6088137409
1327,FIJDIM09_clean,0.0686991064,0.1389325933,0.6096732194
1328,FIJDIM10_clean,0.0669886032,0.1308154525,0.58126534
1329,FIJDIM11_clean,0.0703419785,0.1351621596,0.5991946261
1330,FIJDIM12_clean,0.0721187038,0.1393538787,0.6109427115
1331,FIJDOS_clean,0.036626603,0.0724478688,0.3585683053
1332,FIJFIO_clean,0.1840802158,0.3571594561,1.4163413198
1333,FIJFOU_clean,0.0728277031,0.1426823707,0.6284886958
1334,FIJXUR_clean,0.0216051364,0.0432892933,0.2084970034
1335,FIJYED_clean,0.1391095002,0.2644665299,0.9265575772
1336,FIJZEE_clean,0.0575561797,0.1123781634,0.4806822109
1337,FILYAC_clean,0.0652953771,0.129248081,0.5989358762
1338,FILYEG_clean,0.051644005,0.1043036178,0.5039453094
1339,FIMYUX_clean,0.054423931,0.1091761305,0.5034591188
1340,FIMZAE_clean,0.0485049124,0.0962104653,0.447776205
1341,FIPJAR_clean,0.0633697621,0.1265530595,0.5511351745
1342,FIPJEV_clean,0.1446355115,0.2818914742,1.0268141021
1343,FIPKOG_clean,0.0885735501,0.1762015574,0.7924689145
1344,FIPKOG01_clean,0.0882082793,0.1748052057,0.7904992263
1345,FIPKUM_clean,0.095326538,0.1888748579,0.8388449428
1346,FIPWOS_clean,0.1300259661,0.2518049357,0.9595360623
1347,FIPXAF_clean,0.1629635997,0.3154449179,1.1548231766
1348,FIPXEJ_clean,0.0693046222,0.1360988198,0.5984161633
1349,FIQYOU_clean,0.0152887482,0.0307203077,0.1463800447
1350,FIQYUA_clean,0.009001738,0.0170353967,0.0830496957
1351,FIQZAH_clean,0.0170658452,0.0337832255,0.1588717011
1352,FIRMUQ_clean,0.1208158775,0.2405153349,1.1099824341
1353,FIRNAX_clean,0.1152782241,0.2290802994,1.0858253958
1354,FIRNAX01_clean,0.1156770518,0.2315875637,1.0812972425
1355,FIRNIF_clean,0.1162655658,0.2330296663,1.0974303087
1356,FIRNOL_clean,0.1576043731,0.3104941899,1.4028160024
1357,FIRNUR_clean,0.1346923314,0.268504883,1.2340067632
