,Adsorbent,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar
783,DAFJOM_clean,0.213177763,0.424472894,1.859841041,4.420081356
784,DAFYAN_clean,0.109690821,0.217778566,1.052948899,2.908244137
785,DAFYOB_clean,0.11438285,0.227153193,1.100375704,2.962222
786,DAGDIZ_clean,0.046047789,0.092618073,0.422742278,1.043099609
787,DAGDUL_clean,0.067843178,0.133331585,0.571019108,1.330095762
788,DAGJED_clean,0.166329931,0.321845248,1.233284849,2.458807954
789,DAHPAE_clean,0.047207238,0.097641748,0.446382897,1.172103821
790,DAKVIW_clean,0.140805886,0.276093647,1.103493443,2.706141768
791,DAKVOC_clean,0.199032833,0.379579743,1.553409965,3.64187917
792,DAKVUI_clean,0.175074876,0.334327117,1.374615709,3.294934815
793,DALVAQ_clean,0.06438556,0.126789945,0.551279332,1.247008175
794,DAMDUT_clean,0.125769404,0.246366388,1.081815949,2.681841658
795,DAMYUO_clean,0.130044421,0.25939474,1.162770649,3.046312502
796,DAMZEZ_clean,0.087992002,0.166721123,0.609815269,1.185596279
797,DANFUW_clean,0.059795673,0.117972792,0.4755474,1.067645009
798,DANZOJ_neutral,0.064930931,0.129297085,0.594854548,1.487036839
799,DAPBED_clean,0.197768934,0.363176985,1.561693938,3.604815432
800,DAPBIH_neutral,0.07311138,0.145874795,0.660185734,1.641318305
801,DAPHOU_clean,0.142045673,0.280331675,1.247271363,3.304827574
802,DAPXID_ion_b,0.071921283,0.14191576,0.692539893,1.92138343
803,DAPYAW_clean,0.101797755,0.203446293,0.863755506,2.096789853
804,DARBUU_clean,0.028767247,0.057766128,0.281995791,0.754424238
805,DARSEV_SL,0.112953812,0.219497518,0.955434663,2.343620675
806,DAWBIO_clean,0.076656138,0.149178043,0.591051417,1.270520269
807,DAWBOU_clean,0.07770924,0.151249684,0.599364209,1.28874891
808,DAWBUA_clean,0.082140426,0.160856898,0.649668525,1.391921646
809,DAWCAH_clean,0.086511967,0.164975223,0.672299958,1.44350316
810,DAWCIP_clean,0.166088075,0.328252761,1.374453563,3.168419853
811,DAWCOV_clean,0.182337372,0.355751583,1.559829644,3.665606291
812,DAWDAI_clean,0.101537163,0.194240966,0.718401834,1.364968636
813,DAWWAB_clean,0.05877624,0.117460681,0.525916785,1.311494451
814,DAWWEF_clean,0.070083118,0.139333027,0.656366509,1.853533377
815,DAXHIV_clean,0.164131673,0.326309916,1.502322225,3.91090911
816,DAXHIV01_clean,0.166101709,0.330669323,1.513895412,3.916952079
817,DAXHUH_clean,0.165352307,0.326326523,1.501091211,3.882323856
818,DAXHUH01_clean,0.171550968,0.340774843,1.554051778,3.985290973
819,DAZCAK_clean,0.148148317,0.290852774,1.255458204,3.084648769
820,DEBGIA_clean,0.110747091,0.216954966,0.812771798,1.62244279
821,DEBWAK_clean,0.061069747,0.122283824,0.573010807,1.524112561
822,DEFKUU_clean,0.053892965,0.106410312,0.484212162,1.197315445
823,DEGJIK_clean,0.178123261,0.333067874,1.095498147,1.787687518
824,DEJCIF_clean,0.098852709,0.192167917,0.814242729,1.741745693
825,DEJJIN_clean,0.034804191,0.070581194,0.344835376,0.973514609
826,DEJRUH_clean,0.177782921,0.348296991,1.415803449,3.033789584
827,DEKHEH_clean,0.119705526,0.236893815,1.019885676,2.342140109
828,DEKHUX_clean,0.141375779,0.284832886,1.196895754,2.771213542
829,DEKPUF_clean,0.113984916,0.221330572,0.952011634,2.202928943
830,DELGEI_manual,0.125593294,0.251032964,1.202720046,3.336380095
831,DEPXAY_clean,0.171884691,0.342129012,1.459671823,3.432101653
832,DEPXIG_clean,0.115807936,0.230340195,0.950099888,2.197305612
833,DEPXOM_clean,0.083351636,0.166372269,0.775319168,2.075688522
834,DEQFOU_clean,0.070637829,0.139720223,0.637327695,1.592169285
835,DEQVIF_clean,0.088976522,0.176397566,0.791447855,2.02598992
836,DEYJIC_clean,0.142768498,0.269875676,1.087490223,2.329318776
837,DEYJOI_clean,0.141198644,0.273549184,1.110907996,2.381897702
838,DEYLUQ_clean,0.070833829,0.140938352,0.587962043,1.362102191
839,DEYNIG_clean,0.028212609,0.053946717,0.216619446,0.445488866
840,DEZKAW_clean,0.108415086,0.216724486,1.021729248,2.621076341
841,DIBPAH_clean,0.167727286,0.328370329,1.287983517,2.71415471
842,DIBQEM_clean,0.21289584,0.410310076,1.735296727,3.816540793
843,DIBQIQ_clean,0.221681701,0.43651908,1.874653791,4.427318554
844,DIBQOW_clean,0.223681083,0.435119071,1.837595438,4.294458789
845,DIBQUC_clean,0.222887794,0.427594577,1.820043182,4.304136916
846,DICKEH_clean,0.205253747,0.399536046,1.667865732,4.244673172
847,DIDBAV_clean,0.154870879,0.298276832,1.371835731,3.355215434
848,DIDBEZ_clean,0.15438245,0.302537717,1.370964108,3.384972998
849,DIDDOK_clean,0.156045429,0.31016769,1.470133519,4.066955996
850,DIHVIB_clean,0.129866102,0.244041897,1.10959591,2.799901774
851,DIHVIB01_clean,0.128471179,0.24831385,1.106911974,2.785597994
852,DIKJUD_clean,0.178587876,0.345617966,1.246761426,2.381905644
853,DINNIZ_clean,0.056500217,0.110438961,0.504882137,1.255405274
854,DIPMAS_clean,0.01845861,0.037086259,0.182246686,0.498375244
855,DIRPIF_clean,0.203352327,0.390258792,1.584722611,3.566876729
856,DITJOH_clean,0.137121469,0.271273534,1.272632121,3.701450542
857,DITPED_clean,0.126405275,0.24808511,1.00565979,2.207796215
858,DITTEH_clean,0.155420611,0.302900932,1.345812389,3.220511723
859,DITXOU_clean,0.10845606,0.208907438,0.941561379,2.413791097
860,DITYEM_clean,0.024468394,0.047560242,0.215708468,0.475737019
861,DITYOW_clean,0.044845762,0.087607105,0.375198014,0.892326735
862,DIWMON_clean,0.105323995,0.209659714,0.943042355,2.407004132
863,DIWMUT_clean,0.247822724,0.473617602,1.936909929,4.343535645
864,DIWNAA_clean,0.364206287,0.702612887,2.931854816,6.577645013
865,DIXKOL_clean,0.046006993,0.089073728,0.416128647,1.067007282
866,DIYKAZ_clean,0.104759856,0.195040211,0.638570981,1.061915159
867,DIYKED_clean,0.028945155,0.059560285,0.253391039,0.584862242
868,DIYTEM_clean,0.118305418,0.228881443,0.977402465,2.252820311
869,DOCKOW_clean,0.029529387,0.059431824,0.267212889,0.660706645
870,DODMIT_clean,0.097188254,0.186830426,0.787545221,1.788935592
871,DOGBAE_clean,0.200313225,0.397624752,1.765803361,4.472572801
872,DOHNUL_clean,0.055211136,0.108658117,0.47959968,1.033118418
873,DOJXOR_clean,0.169001983,0.335372226,1.465161257,3.418677741
874,DOKDEN_clean,0.156492876,0.305142787,1.320467332,3.226225668
875,DOKHIV_clean,0.092543094,0.182984858,0.727014445,1.53997031
876,DOLRAZ_clean,0.261007564,0.477790542,1.633896347,2.882414013
877,DOLWEI_clean,0.196845043,0.38176681,1.690136708,3.877737111
878,DOLXOR_clean,0.033796352,0.067830129,0.328961909,0.936463796
879,DOLXOR01_clean,0.033298054,0.067041645,0.329680044,0.934315251
880,DOLXOR02_clean,0.033468062,0.06630006,0.32863948,0.942141466
881,DOMKEX_clean,0.09077788,0.17554346,0.760609207,1.662297256
882,DONKIC_clean,0.097173822,0.191272897,0.854683841,2.157108236
883,DONKOI_clean,0.09709921,0.190269803,0.857126296,2.147879102
884,DONKUO_clean,0.134429693,0.253425102,0.961481331,1.921780165
885,DONXUB_clean,0.358205644,0.624369479,1.818053993,2.672278518
886,DOPHOH_clean,0.061911415,0.124650541,0.603812083,1.630636589
887,DOPHUN_clean,0.061218842,0.123979082,0.604399081,1.646971186
888,DOPJAV_clean,0.030713941,0.059674277,0.279097573,0.704009293
889,DORFOG_clean,0.049230079,0.099432703,0.439851656,1.035471999
890,DORFUM_clean,0.171442405,0.32665772,1.153290608,2.164293448
891,DORYUG_clean,0.376435687,0.631326965,1.648189205,2.427666675
892,DOTFID_clean,0.125196773,0.247785617,1.103823243,2.821265855
893,DOTFOJ_clean,0.196919176,0.390808201,1.659508938,3.799048258
894,DOYBAV_clean,0.10327043,0.202581915,0.890057993,2.114476115
895,DOYBEA_clean,0.059654133,0.117770381,0.54242886,1.340285538
896,DOYHOQ_clean,0.161983196,0.316989772,1.352809138,3.250440662
897,DOYHUW_clean,0.223761049,0.432275605,1.82968183,4.032623457
898,DOYLEI_clean,0.066539898,0.132357306,0.603807576,1.522189293
899,DOZCEC_clean,0.132558629,0.266775791,1.25828348,3.576719164
900,DUBBEI_clean,0.047885851,0.096089537,0.431286521,1.042683648
901,DUBJUH_clean,0.155457728,0.300429094,1.270103658,2.871454088
902,DUBKAO_clean,0.15507235,0.302804411,1.263589179,2.827994116
903,DUBWON_clean,0.145738454,0.286392446,1.225785435,2.71168112
904,DUDKEU_clean,0.0344416,0.069579995,0.311715982,0.746973541
905,DUDKIY_clean,0.144182448,0.284413698,1.226996867,3.037703211
906,DUDKOE_clean,0.136351046,0.271295438,1.224144236,3.285417882
907,DUDKUK_clean,0.092052537,0.183468256,0.887027678,2.513238791
908,DUFKAS_clean,0.103672114,0.206477775,1.005595267,2.756561458
909,DUGMOJ_clean,0.092447575,0.181475852,0.828479111,1.984802102
910,DUHXIP_clean,0.150363059,0.278747069,0.951295497,1.673665171
911,DUJRAD_clean,0.076094494,0.150583635,0.670257261,1.67986378
912,DUKNEE_clean,0.115838559,0.216223918,0.758302304,1.393429312
913,DUKNII_clean,0.069934644,0.136384433,0.509355946,1.039841124
914,DUNJON_clean,0.023678626,0.045260023,0.196720173,0.443123239
915,DUNXUH_clean,0.182354694,0.356151643,1.509714432,3.335027236
916,DUNXUH01_clean,0.182503225,0.35961885,1.50308458,3.356777172
917,DUNXUH02_clean,0.182540732,0.362185874,1.511336263,3.343910548
918,DUNXUH03_clean,0.184081547,0.358187559,1.502226405,3.309885108
919,DUNXUH04_clean,0.185442324,0.363257093,1.506191714,3.294277424
920,DUNXUH05_clean,0.185410818,0.358369096,1.517358491,3.310419217
921,DUNXUH06_clean,0.183934517,0.358810186,1.519257879,3.317068573
922,DUNXUH12_clean,0.183593947,0.356102133,1.495132958,3.293288723
923,DUNXUH13_clean,0.184524137,0.359101245,1.513204144,3.302953694
924,DUNXUH14_clean,0.185679373,0.364065757,1.510056502,3.332955313
925,DUNXUH15_clean,0.183031332,0.358259573,1.507650011,3.33328088
926,DUNXUH21_clean,0.184972728,0.360661563,1.507899062,3.345652403
927,DUNYOC_clean,0.129098211,0.25725089,1.184664128,3.250025123
928,DUPJAB_clean,0.094438833,0.179773687,0.738197436,1.750219831
929,DUPKAC_clean,0.164420256,0.318685053,1.509670333,4.020755686
930,DUPVER_clean,0.103940892,0.205588122,0.970034552,2.743839358
931,DUQRUD_clean,0.052273637,0.102008154,0.444430575,1.008973376
932,DURDAX_clean,0.17163436,0.334527076,1.536204012,4.055835017
933,DURDIF_clean,0.176889798,0.356489869,1.606466752,4.224519671
934,DUSHEG_clean,0.420166549,0.780052699,2.54642831,4.31141362
935,DUSHIK_clean,0.518559381,0.99691084,2.987018702,4.813418595
936,DUTKAG_clean,0.141222117,0.279400608,1.294069761,3.341482496
937,DUWBEE_clean,0.093353693,0.186731489,0.869555379,2.465169836
938,DUWFOS_clean,0.143010868,0.271281792,0.897994081,1.537843221
939,DUWGEJ_clean,0.058396102,0.117238499,0.531059264,1.369938992
940,DUWROE_clean,0.062728692,0.123536601,0.550666677,1.352007496
941,DUWRUK_clean,0.06269116,0.124318931,0.542704644,1.241601736
942,DUWSAR_clean,0.058092475,0.113709335,0.550590346,1.534356402
943,DUXMAL_clean,0.241528005,0.463636226,1.712686493,3.227288419
944,DUYJIS_clean,0.315146109,0.582220462,2.161501786,4.065770798
945,DUYRIZ_clean,0.010489193,0.020057087,0.095333028,0.246853727
946,DUYVEA_clean,0.019564217,0.037695722,0.180774436,0.468148665
947,DUZKAM_clean,0.119328919,0.236841696,0.979779951,2.216405331
948,DUZKEQ_clean,0.090174283,0.167755203,0.746876579,1.849804862
949,DUZPUL_clean,0.161077774,0.314622797,1.429086893,3.696626982
950,DUZWOM_clean,0.016186176,0.031697366,0.155039899,0.414618707
951,EBAMUS_clean,0.16376193,0.296997106,1.168270849,2.654817002
952,EBATUY_clean,0.164357704,0.316833396,1.199483412,2.393689658
953,EBATUZ_clean,0.24169182,0.460042291,1.882156896,4.58289964
954,EBAVAH_auto,0.188112814,0.372545284,1.569551133,4.01812547
955,EBAVIP_clean,0.227403694,0.422067468,1.565496781,2.790735701
956,EBAVOV_clean,0.226583749,0.419406666,1.551363181,2.809357293
957,EBAVUB_clean,0.235649587,0.429523897,1.573482307,2.848232664
958,EBELUU_clean,0.256403715,0.493238295,1.968918828,3.954716137
959,EBEMEE_clean,0.046111137,0.091536885,0.373248565,0.799940423
960,EBEMII_clean,0.054564826,0.10730282,0.431768644,0.883733941
961,EBIHII_clean,0.08109679,0.157812845,0.755793536,1.947110357
962,EBIJAC_clean,0.066664704,0.130528277,0.529148141,1.119795469
963,EBIMEJ_clean,0.134362218,0.264389229,1.079370348,2.323366058
964,EBIPOX_clean,0.094966096,0.184601399,0.846334223,2.20184447
965,EBIZUN_clean,0.130648539,0.252388111,1.159046878,3.116015033
966,EBOBIJ_clean,0.225517407,0.439766719,1.82999035,3.831248533
967,EBOCOQ_clean,0.156081761,0.308076281,1.247882133,2.722359005
968,EBOXEA_clean,0.021119994,0.041707072,0.197429686,0.526362072
969,EBUQEX_clean,0.330543375,0.615812629,2.262175745,4.463118964
970,EBUQIB_clean,0.187708014,0.364738398,1.436584186,2.839556603
971,EBUREA_clean,0.070829943,0.139475446,0.61826859,1.418975879
972,ECAFOG_clean,0.046589707,0.094626116,0.453650186,1.247958129
973,ECAHAT_clean,0.239905396,0.423457665,1.31646577,2.519627504
974,ECAHEX_clean,0.045479012,0.089464854,0.415731378,1.044396986
975,ECAHOH_clean,0.04329834,0.086414061,0.401496136,1.001800472
976,ECASAD_clean,0.032257368,0.062982192,0.28269274,0.662753492
977,ECEDEY_clean,0.08440139,0.163558116,0.745087462,1.879501404
978,ECEZAO_clean,0.156615611,0.297616898,1.073922354,1.962967877
979,ECEZAO01_clean,0.122504842,0.233570441,0.855047892,1.598817447
980,ECIWIW_clean,0.055372363,0.10789478499999999,0.442670438,0.972576703
981,ECIWOC_clean,0.166615963,0.306742482,0.992381003,1.61106856
982,ECODEG_clean,0.232472403,0.432894303,1.594891196,2.960711474
983,ECODIK_clean,0.172824478,0.335279666,1.38992228,3.067260173
984,ECOGEI_clean,0.254594817,0.483131338,1.815314211,3.529367928
985,ECOKAJ_clean,0.124564157,0.254249296,1.225217304,3.565754644
986,ECOLEP_clean,0.109946735,0.21602133,1.072944764,3.168976556
987,EDADIX_clean,0.25085604,0.465576222,1.535702835,2.762010309
988,EDAFUM_clean,0.012204324,0.024480128,0.116098024,0.318547779
989,EDAGAT_clean,0.012525981,0.024654164,0.118399348,0.327129964
990,EDAGEX_clean,0.012317759,0.024463035,0.116592163,0.325751655
991,EDAPIK_clean_h,0.170088782,0.332170496,1.371624745,3.307492803
992,EDATOT_clean,0.069922444,0.136789309,0.666324841,1.887204746
993,EDAVOV_clean,0.014656135,0.02889682,0.127761105,0.305707356
994,EDOMAM_clean,0.160299804,0.308509332,1.342115984,3.308572451
995,EDUSIF_clean,0.096694875,0.192797202,0.950515694,2.699530156
996,EDUSOL_clean,0.208302706,0.393898528,1.385716471,2.6051682
997,EDUSUR_clean,0.089393207,0.181787506,0.849922251,2.393047683
998,EDUTIG_clean,0.115257053,0.228333668,1.068239434,2.871979164
999,EDUVAA_clean,0.271359199,0.482409247,1.733525509,4.022598555
1000,EDUVEE_clean,0.298029343,0.554495437,1.932995963,4.018076758
1001,EDUVOO_clean,0.169046908,0.337910539,1.588747692,4.576494091
1002,EDUWAB_clean,0.335165857,0.644552504,2.666742521,6.302929647
1003,EFAYEQ_clean_h,0.115497619,0.237091561,1.151695256,3.25570274
1004,EFAYIU_clean,0.129705373,0.257470279,1.273559142,3.54728038
1005,EFEGOM_clean,0.10261301,0.205313935,0.86345851,2.046419616
1006,EFESEP_clean,0.241181002,0.452650622,1.54214691,3.132801682
1007,EFESOZ_clean,0.258943568,0.463287252,1.556861543,3.102191678
1008,EFIMOV_clean,0.062548524,0.121079295,0.526328177,1.217296228
1009,EFOSUO_clean,0.031149198,0.06223074,0.298552611,0.816675191
1010,EFOTAV_clean,0.031035803,0.062452765,0.29996766,0.819165107
1011,EFOTEZ_clean,0.021733441,0.042813157,0.20759523,0.566866242
1012,EGABAR_clean,0.029319302,0.057972033,0.253451962,0.564345241
1013,EGATAI_clean,0.08238304,0.164689761,0.786300308,2.162134094
1014,EGATEM_clean,0.199550323,0.36827548,1.401539782,3.092932655
1015,EGATIQ_clean,0.192090422,0.368899617,1.397884643,3.162837861
1016,EGATOW_clean,0.097412402,0.190124985,0.850900865,2.175801887
1017,EGEJIK_manual,0.191087102,0.354776768,1.342605865,3.205960239
1018,EGEJOQ_clean,0.185531916,0.324236716,1.075908124,2.085991553
1019,EGEJUW_clean,0.143744027,0.257273788,0.853136435,1.898623894
1020,EGELUY_SL,0.092337589,0.182951282,0.852884339,2.31579983
1021,EGELUY01_manual,0.09130245,0.181974207,0.855669403,2.325460459
1022,EGIFUV_clean,0.164391124,0.278428908,0.823679028,1.770075764
1023,EGOXII_clean,0.153856921,0.300375047,1.094216996,2.086185374
1024,EGOZAB_clean,0.115970367,0.23130737,1.028988586,2.550955384
1025,EHALOP_manual,0.092447711,0.18091304,0.862609038,2.341744374
1026,EHIPOC_clean,0.026585449,0.05121412,0.24354491,0.594630349
1027,EHUSUX_clean,0.327092873,0.599036544,2.145039352,4.578695233
1028,EHUTAE_clean,0.372174391,0.646635737,2.284532125,4.872879406
1029,EJATIS_clean,1.011206764,1.243306863,1.716899987,1.979885154
1030,EJAXIW_clean,0.1613218,0.316188604,1.394269718,3.460813017
1031,EJONOH_clean,0.065723702,0.12716029,0.550803072,1.269294677
1032,EJOQOL_clean,0.054769869,0.104257427,0.454988603,1.112744379
1033,EJOQUR_clean,0.125115696,0.24358182,1.06940557,2.619346691
1034,EJORAY_clean,0.108968013,0.214019322,0.907238463,2.109564689
1035,EJOZOU_clean,0.055413129,0.107437595,0.484650439,1.15650066
1036,EKADIF_clean,0.319853271,0.607913172,2.28637408,4.557060011
1037,EKEKIQ_clean,0.06304287,0.127046382,0.585560846,1.488888953
1038,EKEKOW_clean,0.328030013,0.605639614,2.00506785,3.521740074
1039,EKOKIA_clean,0.08140909,0.160414005,0.701328667,1.670842316
1040,EKOPEA_clean,0.129293352,0.256101825,1.085880839,2.510545462
1041,EKOPIE_clean,0.12095909,0.241973087,1.039648981,2.497047207
1042,EKOPOK_clean,0.1109919,0.218475813,0.861324611,1.918970539
1043,EKOPUQ_clean,0.094245551,0.183090889,0.81585777,1.994699009
1044,EKUPEG_clean,0.067997928,0.137205392,0.642398353,1.797599299
1045,ELELEN_clean,0.107482621,0.214226845,0.928669609,2.259576156
1046,ELEREU_clean,0.248530913,0.48166429,1.862774668,3.938469402
1047,ELERIY_clean,0.161654183,0.321388671,1.479022504,3.773641741
1048,ELEROE_clean,0.13258734,0.265344987,1.199041276,3.012540333
1049,ELIJOZ_clean,0.074368607,0.147567499,0.628458042,1.459880671
1050,ELILER_clean,0.066757086,0.131114359,0.569208296,1.301999887
1051,ELOGUJ_clean,0.025742217,0.050257588,0.21828198,0.549547535
1052,ELOHOE_clean,0.215055647,0.408195165,1.414832742,2.590483648
1053,ELOZEK_clean,0.00251709,0.004961131,0.024224977,0.063769783
1054,EMAGAB_clean,0.076460907,0.149883493,0.623065239,1.349120678
1055,EMAMOW_clean,0.035127418,0.069091532,0.331901267,0.85440948
1056,EMAMUC_clean,0.028236269,0.0552418,0.264085207,0.680877184
1057,EMAPAK_clean,0.083639671,0.167187807,0.794576873,2.124399582
1058,EMIYUW_clean,0.139301658,0.277392213,1.288631943,3.540584318
1059,EMIZAD_clean,0.169652091,0.339849149,1.585814775,4.459970247
1060,EMOHIZ_clean,0.051305121,0.100798949,0.441195275,1.016376557
1061,EMUBIZ_clean,0.083002798,0.161101733,0.646788027,1.523868739
1062,EMUBOF_clean,0.14694153,0.284300599,1.091850637,2.472542838
1063,ENAFAB_clean,0.028522441,0.057385083,0.266991449,0.660685367
1064,ENANIS_clean,0.222097244,0.413598493,1.358818977,2.268262039
1065,ENCDBZ_clean,0.163567817,0.320291437,1.368577667,3.066376887
1066,ENCDBZ01_clean,0.114176535,0.230510812,0.989216294,2.410326531
1067,ENCNBZ01_clean,0.237169593,0.456539023,1.830381018,3.60490334
1068,ENEQUL_clean,0.099474714,0.193254831,0.88582319,2.274220612
1069,ENESOH_clean,0.151522316,0.302014937,1.397895957,3.833698834
1070,ENESUN_clean,0.151994857,0.303382851,1.407613776,3.861258173
1071,ENIHUG_clean,0.141519688,0.286639343,1.372203382,3.872631097
1072,ENIHUG01_clean,0.142094492,0.285528666,1.361619892,3.851420605
1073,ENISOK_clean,0.114504082,0.224939972,1.022093535,2.567987657
1074,ENISUQ_clean,0.129649363,0.255055291,1.154729366,2.893485038
1075,ENITAX_clean,0.17034418,0.335487679,1.466155234,3.862185816
1076,ENITEB_clean,0.172049241,0.342320132,1.445971118,3.449459679
1077,ENITIF_clean,0.21253416,0.39802189,1.695285502,3.716113819
1078,ENITOL_clean,0.159694684,0.320396483,1.372584303,3.143719525
1079,ENIXUV_clean,0.149464256,0.287170499,1.21663184,2.721412061
1080,EPECEJ_clean,0.195036465,0.385585882,1.569708469,3.521593328
1081,EPECOT_clean,0.265761317,0.459975893,1.30569663,2.118511374
1082,EPEWAY_clean,0.079865096,0.157305239,0.699118919,1.6757855
1083,EPEWEC_clean,0.082168746,0.161467757,0.699363773,1.70722678
1084,EPEXUU_clean,0.081906564,0.162259888,0.679526609,1.643105522
1085,EPEYAB_clean,0.096719927,0.188823682,0.775501367,1.779799367
1086,EPISOM_clean,0.260213781,0.491055839,1.917532668,4.41320405
1087,EPONAA_clean,0.058667767,0.116599866,0.583706054,1.708692993
1088,EPONEE_clean,0.059361225,0.119073401,0.587978962,1.713826995
1089,EPOPEG_clean,0.172139929,0.343654418,1.485104037,3.43318447
1090,EPOTAF_clean,0.129479202,0.259623152,1.256957776,3.511509316
1091,EQERAU_clean,0.183013775,0.363704451,1.623879768,4.023859529
1092,EQEREY_clean,0.253984041,0.50201827,1.926682953,3.798448911
1093,EQERIC_clean,0.365941878,0.684113852,2.431697555,4.274501232
1094,EQETAX_clean,0.257027921,0.503548578,2.040516658,4.36232225
1095,EQOXIT_clean,0.071521753,0.138953089,0.623752772,1.548873762
1096,ERALEQ_clean,0.672846745,1.165122481,3.301431403,5.470316508
1097,ERALIU_clean,0.431711732,0.830056217,3.054546919,5.636178525
1098,ERALUG_clean,0.151768124,0.294717601,1.172026512,2.54301031
1099,ERAMAN_clean,0.116901303,0.239967348,1.045092763,2.619066622
1100,ERAMER_clean,0.138975022,0.272180762,1.253264301,3.334977275
1101,ERAMOB_clean,0.223044635,0.422925191,1.671494767,3.631880303
1102,ERAMUH_clean,2.103213423,2.509875672,3.929386484,5.771329826
1103,ERANAO_clean,1.333057907,1.389710746,1.44751885,1.41569872
1104,ERANES_clean,0.18595954,0.367636783,1.508463025,3.502047577
1105,EREFEN01_SL,0.244082532,0.459596095,1.737783966,3.27786986
1106,EREGOY_clean,0.111038985,0.225224015,1.017771837,2.754465447
1107,ERIRIG_auto,0.143133753,0.281249852,1.37839638,3.814766755
1108,ERIWAF_clean,0.182075132,0.352113537,1.524060586,3.747754852
1109,ERULEK_clean,0.120558619,0.240403395,1.115732159,3.031718247
1110,ERUNOW_clean,0.110191495,0.221980489,0.971323091,2.494097139
1111,ERUNUC_clean,0.143888907,0.282845363,1.318185655,3.515900126
1112,ESANET_clean,0.042661943,0.08379442,0.387447711,1.034215352
1113,ESARIB_clean,0.848317181,1.121218473,1.605442287,1.774647423
1114,ESAROH_clean,0.104825536,0.199044444,0.713080017,1.324343907
1115,ESARUN_clean,0.15762268,0.308087868,1.196328836,2.420828779
1116,ESASAU_clean,0.088878789,0.169023601,0.635981635,1.213870126
1117,ESASEY_clean,0.1202246,0.230795873,0.838149337,1.557353019
1118,ESEBOV_clean,0.157000177,0.31070558,1.499882232,3.914249942
1119,ESEDIQ_clean,0.226091791,0.44563726,1.927538583,4.528521382
1120,ESEHIV_clean,0.171873065,0.333124258,1.18714105,2.228098959
1121,ESEQUO_clean,0.070240203,0.141135036,0.655540811,1.624553397
1122,ESEVIH_clean,0.047793949,0.094868883,0.441304943,1.134904884
1123,ESIFET_clean,0.084431767,0.165460484,0.722050975,1.730993945
1124,ESIGES_clean,0.116708758,0.230807419,1.00966987,2.345233835
1125,ESIGES01_clean,0.118197797,0.230138849,1.012131277,2.360769258
1126,ESIGES02_clean,0.114926618,0.225848235,0.992709591,2.314585524
1127,ESURER_clean,0.091548631,0.177978657,0.766744534,1.832255846
1128,ESURER01_clean,0.091492611,0.181051904,0.778448668,1.812015928
1129,ESURER02_clean,0.093088511,0.180989371,0.773670088,1.806072667
1130,ESURER03_clean,0.091272442,0.181049298,0.781695184,1.820004546
1131,ESURER04_clean,0.088022018,0.173567459,0.76340031,1.879865772
1132,ESUSAO_clean,0.096914328,0.186680762,0.785229614,1.796933697
1133,ESUSAO01_clean,0.094371311,0.184775236,0.779916027,1.773763403
1134,ESUSIW_clean,0.085317456,0.169971799,0.740341186,1.769028249
1135,ESUSOC_clean,0.088725951,0.17511038,0.776860585,1.901237367
1136,ESUSOC01_clean,0.087405805,0.173027676,0.767035922,1.909457011
1137,ESUSOC02_clean,0.084772462,0.166175078,0.750666115,1.860714105
1138,ESUTAP_clean,0.088050679,0.173996724,0.783083943,1.926982597
1139,ESUTIX_clean,0.084187298,0.169177758,0.751203727,1.8734952
1140,ESUVAR_clean,0.104894262,0.207238557,0.842371078,1.821835814
1141,ESUVAR01_clean,0.121392609,0.235190906,0.905941305,1.824667179
1142,ESUVOF_clean,0.093345158,0.183901074,0.796202891,1.903877224
1143,ETAXUT_clean,0.262273733,0.487523718,1.66104813,3.448829012
1144,ETEKEU_clean,0.069963641,0.139028306,0.673389514,1.761921515
1145,ETEPID_clean,0.334025067,0.599127072,1.761658618,3.160807267
1146,ETESIG_clean,0.140332944,0.269799549,0.982520754,1.870382558
1147,ETEXEI_clean,0.129026585,0.251367666,1.003416173,2.156043259
1148,ETEXEI01_clean,0.125528434,0.244513982,1.000352601,2.161568991
1149,ETIPII_clean,0.470964738,0.854434607,2.555251611,3.88076426
1150,ETIXAI_clean,0.244377371,0.432771668,1.308576276,2.196735002
1151,ETIXIQ_clean,0.194556392,0.388072771,1.635016491,3.72264325
1152,ETIXOW_clean,0.344502083,0.613295781,1.866355021,2.943543764
1153,ETIYEN_clean,0.278863803,0.502468672,1.717501067,2.922289368
1154,ETUXEW_clean,0.210865812,0.397918639,1.378304874,2.422933295
1155,EVADEK_clean,0.166928356,0.292748286,0.914791083,1.56006867
1156,EVAKIV_clean,0.197507728,0.379517915,1.671392938,3.992370997
1157,EVEGIV_clean,0.095555329,0.180652462,0.665537643,1.335716909
1158,EVEGOB_clean,0.08732026,0.17269521,0.736677552,1.595373395
1159,EVEGUH_clean,0.090331811,0.177323998,0.747506097,1.625549894
1160,EVIMUT_clean,0.256056438,0.492429957,1.975782627,3.948430193
1161,EVOTIT_SL,0.116920007,0.218040921,0.805114673,1.645030722
1162,EVUDAA_clean,0.212974855,0.391288325,1.536768721,3.139120076
1163,EVURAP_clean,0.07742869,0.152757276,0.637177985,1.385549854
1164,EWECOY_clean,0.059650276,0.115995586,0.560579712,1.451197908
1165,EWESAC_clean,0.169231995,0.326353338,1.016826732,1.759088802
1166,EWIPIL_clean,0.182977321,0.361225678,1.506145204,3.335199771
