Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar,RMSE_Freundlich-Langmuir,best_model,best_params
acs.chemmater.5b03723_cm5b03723_si_004_clean,0.0010993983,0.349759376,0.610086248,2.018233685,9.826417978173092e-05,Freundlich–Langmuir,[0.34062774 2.65282795 0.30321765]
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0004157453,0.266213816,0.494752688,2.049350644,0.00011860596414771874,Freundlich–Langmuir,[0.0771594  8.46855849 0.12374004]
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0003311322,0.151401729,0.300057137,1.367280918,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0004163126,0.202923665,0.399999214,1.799613349,2.2024437599227813e-06,Freundlich–Langmuir,[8.74855758 0.04708435 0.63827995]
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0005513654,0.228114183,0.40891221,1.270093565,1.3450934485450403e-05,Freundlich–Langmuir,[0.83025781 0.63189161 0.50883869]
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001711457,0.077762251,0.153902759,0.662678859,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0013287594,0.533212449,0.965581158,2.50471546,7.25691779642772e-05,Freundlich–Langmuir,[11.14285408  0.10624541  2.01858546]
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0014452315,0.554655361,0.940655592,2.817447938,2.15538102169399e-05,Freundlich–Langmuir,[0.64651231 2.30413407 0.38464654]
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0003767189,0.174683197,0.335425104,1.35326434,5.346506133205654e-06,Freundlich–Langmuir,[1.1631251  0.31472356 0.31943721]
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.000556668,0.267574023,0.490569619,1.825417981,2.8735530222924247e-05,Freundlich–Langmuir,[0.39340172 1.56167253 0.23921585]
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.0005788201,0.255503016,0.485890943,1.867429199,1.867720325297223e-05,Freundlich–Langmuir,[1.66045228 0.32613656 0.38410819]
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.000317764,0.168196451,0.323193058,1.220912434,1.640622626430001e-05,Freundlich–Langmuir,[5.09580679 0.06880275 1.22351805]
acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.527e-05,0.03709101,0.073886945,0.345832839,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0004754571,0.205408048,0.407885872,1.927052422,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.99732e-05,0.020814527,0.040025512,0.184161324,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0006997214,0.33316068,0.644303461,2.608969533,4.536323127471017e-06,Freundlich–Langmuir,[4.80881056 0.14363225 0.51811706]
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0006670677,0.311943962,0.594882139,2.255927435,4.855561561190748e-06,Freundlich–Langmuir,[3.12962823 0.21006621 0.52431445]
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001554668,0.076075495,0.152444123,0.667395344,,Freundlich–Langmuir,"[nan, nan, nan]"
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0004354112,0.198837374,0.384613699,1.651790539,1.0488253670966066e-05,Freundlich–Langmuir,[0.77117729 0.53745601 0.17383293]
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0002039766,0.089744371,0.176526647,0.777415025,1.0724151849197038e-05,Freundlich–Langmuir,[8.1690162  0.02234476 1.51450518]
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001692301,0.080327119,0.162792482,0.790082673,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_24205_clean,0.0005025092,0.270903135,0.51301938,1.914116444,3.696240697425039e-05,Freundlich–Langmuir,[1.96262766 0.29374365 0.45304701]
acscombsci.5b00188_3001288_clean,0.0004597127,0.200344815,0.395762709,1.959515601,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_34903_clean,0.0015234968,0.613077419,1.078449963,2.743162355,5.167604252414726e-05,Freundlich–Langmuir,[4.50208519 0.31554206 1.00475483]
acscombsci.5b00188_5013797_clean,0.000300265,0.140283234,0.281099013,1.27196213,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_5020072_clean,0.0002881079,0.134206215,0.274834113,1.310304331,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_5024922_clean,0.0003201839,0.160435022,0.315742527,1.516180713,8.429786677079087e-06,Freundlich–Langmuir,[ 0.03018113 11.17003152  0.02621996]
acscombsci.5b00188_5036495_clean,0.0003823186,0.158201682,0.321078077,1.56722804,,Freundlich–Langmuir,"[nan, nan, nan]"
acscombsci.5b00188_5040209_clean,0.0007873691,0.366986659,0.67504783,2.092148595,8.845276360884382e-06,Freundlich–Langmuir,[3.5700654  0.22554678 0.86695722]
acscombsci.5b00188_8372_clean,0.0010405969,0.407308545,0.675018178,1.761189434,2.4779757031436955e-05,Freundlich–Langmuir,[0.75220956 1.45039231 0.53568754]
ACUBAB_clean,0.0001709881,0.0820916,0.157832411,0.612417111,9.893624750177008e-08,Freundlich–Langmuir,[1.36222115 0.12567764 0.68676683]
ACUFEK_clean,0.000357184,0.174706895,0.345642863,1.581315075,,Freundlich–Langmuir,"[nan, nan, nan]"
ACUJOZ_manual,0.000262522,0.126714611,0.247914768,1.175161971,6.221472456213802e-06,Freundlich–Langmuir,[1.34616606e-02 2.04366688e+01 3.39594279e-02]
ACUTOI_clean,8.71734e-05,0.047584088,0.092405589,0.391664639,5.583392026399449e-06,Freundlich–Langmuir,[0.40238854 0.2444077  0.28497672]
ADARAA_clean,0.0004929978,0.21403032,0.410256331,1.781257421,1.716218852421281e-05,Freundlich–Langmuir,[0.2680627  1.71140332 0.11203669]
ADASEF_clean,0.0004264598,0.204942388,0.395849509,1.758805709,3.365440951282722e-06,Freundlich–Langmuir,[0.27484913 1.57633907 0.09541016]
ADASIJ_clean,0.0003586742,0.165311825,0.3321323,1.496251909,,Freundlich–Langmuir,"[nan, nan, nan]"
ADASOP_clean,0.0003783585,0.203791957,0.402430157,1.726431361,,Freundlich–Langmuir,"[nan, nan, nan]"
ADASUV_clean,0.000320877,0.160265169,0.316277796,1.469782785,2.250764258220826e-06,Freundlich–Langmuir,[1.20881454 0.26918016 0.11914238]
ADATAC_clean,0.0004675235,0.232907312,0.453610648,2.04465224,7.830714285465415e-06,Freundlich–Langmuir,[0.52410256 0.92200951 0.09680303]
ADATEG_manual,0.0004479988,0.193492406,0.381578672,1.829437569,2.525553731141818e-05,Freundlich–Langmuir,[0.1409545  2.82025168 0.0305503 ]
ADATIK_clean,0.00031939,0.181732887,0.35743621,1.657810853,2.586662396891832e-05,Freundlich–Langmuir,[0.65860835 0.56352114 0.08417535]
ADAXEK_clean,0.0004773567,0.220026392,0.418230139,1.434248788,6.98038847767431e-06,Freundlich–Langmuir,[12.5778344   0.03684613  2.83706128]
ADAXIO_clean,0.0002102121,0.11359994,0.225616721,0.89590268,0.0010845344779054791,Freundlich–Langmuir,[1.68617819e+03 1.40887687e-04 4.00459949e+02]
ADIQEL_clean,0.0012864019,0.543352323,0.950952098,2.814792091,9.352863253143064e-06,Freundlich–Langmuir,[1.44595411 0.90299363 0.49270626]
ADOBIF_clean,0.0004524208,0.19367597,0.329405273,0.982486178,2.9575289134269702e-05,Freundlich–Langmuir,[0.25029809 2.04547454 0.39598576]
ADOCEC_clean,0.000191633,0.095273297,0.18685647,0.755187809,,Freundlich–Langmuir,"[nan, nan, nan]"
ADOGEH_clean,0.0007517085,0.306288044,0.552551415,1.839043894,2.3181785291960115e-05,Freundlich–Langmuir,[0.79395901 0.88869531 0.38447883]
ADUROI_clean,0.0001955539,0.112621282,0.223104805,1.062415579,1.609691227856127e-05,Freundlich–Langmuir,[0.64662587 0.35221706 0.0683301 ]
ADUWIH_clean,0.0003060631,0.13391796,0.264242018,1.241697845,1.6870495761895684e-05,Freundlich–Langmuir,[0.5228346  0.52087793 0.0719326 ]
ADUWON_clean,0.0004064965,0.189792616,0.375697004,1.772666328,1.1271514170338321e-05,Freundlich–Langmuir,[1.59724936 0.24039022 0.10102613]
AFEJOK_ion_b,0.0005917139,0.307760914,0.579571133,2.281522638,3.814837950415602e-05,Freundlich–Langmuir,[0.77041633 0.86724541 0.22772951]
AFITEP_clean,0.0008001838,0.379420893,0.705702896,2.440704542,1.2796686064374144e-05,Freundlich–Langmuir,[2.27835907 0.36251041 0.50856638]
AFITUF_clean,0.0003131309,0.139893992,0.272486509,1.044694935,,Freundlich–Langmuir,"[nan, nan, nan]"
AFIXAO_clean,0.0002956582,0.132011374,0.256244996,1.006773266,,Freundlich–Langmuir,"[nan, nan, nan]"
AFIXES_clean,0.0002632868,0.133843591,0.253851675,0.99697878,1.1278741766457013e-05,Freundlich–Langmuir,[0.53056205 0.53883653 0.27572201]
AFOVEX_clean,0.000301822,0.155621525,0.30057104,1.286263539,1.1659068446981759e-05,Freundlich–Langmuir,[0.56278238 0.5777935  0.17251147]
AFOYAW_clean,0.0004405726,0.199886813,0.391205107,1.657774379,1.59821941544679e-05,Freundlich–Langmuir,[18.71783339  0.02183087  2.01749685]
AFOYEB_clean,1.90096e-05,0.011619637,0.02342343,0.106357697,,Freundlich–Langmuir,"[nan, nan, nan]"
AFOYIE_clean,0.0003258075,0.145182665,0.293422255,1.362869866,,Freundlich–Langmuir,"[nan, nan, nan]"
AFOYOK_clean,0.000290113,0.145852204,0.289138457,1.316797608,,Freundlich–Langmuir,"[nan, nan, nan]"
AFUKET_clean,0.0004712604,0.216661986,0.399449028,1.399910135,4.620032900428853e-06,Freundlich–Langmuir,[0.77139439 0.62304644 0.38194809]
AFUKIX_clean,0.0002858021,0.145814829,0.281942593,1.25484309,1.0791223845468136e-05,Freundlich–Langmuir,[0.20833115 1.47566381 0.09545747]
AGABIU_clean,0.0001723032,0.079334864,0.157851287,0.769147214,6.333296161699765e-06,Freundlich–Langmuir,[0.41277552 0.38674521 0.03444316]
AGIREP_clean,0.0002608505,0.128024917,0.2573071,1.152931461,,Freundlich–Langmuir,"[nan, nan, nan]"
AGOFEJ_clean,0.0002963536,0.147772964,0.293201248,1.341247169,,Freundlich–Langmuir,"[nan, nan, nan]"
AGONAM_clean,0.0001045856,0.056981961,0.11201691,0.505999469,5.770982588455481e-06,Freundlich–Langmuir,[0.5911268  0.19645868 0.20113814]
AGONEQ_clean,0.000191555,0.090182194,0.181076973,0.82905593,,Freundlich–Langmuir,"[nan, nan, nan]"
AGUBUA_clean,0.0029268828,1.07334145,1.692474808,3.213242372,1.033403628738493e-05,Freundlich–Langmuir,[3.71303779 0.794437   0.95013702]
AHAMAY_clean,0.0001684251,0.075873041,0.139443171,0.463634877,2.690744183983834e-07,Freundlich–Langmuir,[0.38426294 0.43700433 0.51262532]
AHEQAH_clean,0.0003346222,0.171412543,0.339153538,1.574622835,6.025652288745436e-06,Freundlich–Langmuir,[4.37172016 0.07930088 0.28766663]
AHIYOH_clean,0.0003928839,0.166373283,0.312988506,1.061874719,1.887341646097277e-05,Freundlich–Langmuir,[2.6027741  0.13646422 0.98868174]
AHOKIR_clean,0.0002358943,0.121504872,0.236815373,0.916726047,,Freundlich–Langmuir,"[nan, nan, nan]"
AHOKIR01_clean,0.0004438866,0.22306698,0.420800319,1.334986188,1.4612390912121207e-05,Freundlich–Langmuir,[3.73286895e+01 1.26756892e-02 9.31163538e+00]
AHOKOX_clean,0.0002835702,0.128190281,0.251408769,1.05094835,,Freundlich–Langmuir,"[nan, nan, nan]"
AJAKON_clean,0.000344465,0.156308187,0.311438819,1.187111253,0.0020680195901595258,Freundlich–Langmuir,[2.75248020e+03 1.20082264e-04 5.51101898e+02]
AJAYIT_clean,3.81191e-05,0.016721584,0.032690316,0.155502686,,Freundlich–Langmuir,"[nan, nan, nan]"
AJIGIL_clean,0.0001096495,0.056858993,0.113513307,0.507751184,,Freundlich–Langmuir,"[nan, nan, nan]"
AJOTEY_clean,0.0002733553,0.137206023,0.267479823,1.178776371,4.739043708222072e-06,Freundlich–Langmuir,[0.70198962 0.40292906 0.16504984]
AJOVEB_clean,0.0002563082,0.122162421,0.234314708,0.87250127,6.128238312205399e-07,Freundlich–Langmuir,[3.91086356 0.06522983 1.34529443]
AKEDIF_clean,0.0005059555,0.244011656,0.476634448,1.929035786,,Freundlich–Langmuir,"[nan, nan, nan]"
AKOBAF_clean,0.0003712947,0.186496017,0.352380651,1.30486925,1.3362698203239096e-05,Freundlich–Langmuir,[1.27788908 0.3115101  0.44962582]
AKOXIJ_clean,0.002980167,0.790849735,1.250869776,2.820214553,0.00034302598342488824,Freundlich–Langmuir,[1.46520466 1.56736245 0.64436051]
AKUKUO_clean,0.0003708321,0.178855021,0.343344162,1.241964956,9.292262544275633e-07,Freundlich–Langmuir,[6.42442103e+01 5.80163124e-03 1.41917525e+01]
ALAMUW_clean,0.0004338711,0.197420714,0.397176216,1.649172137,0.0025282977163280356,Freundlich–Langmuir,[3.22074888e+03 1.28157183e-04 3.50057377e+02]
ALANAD_clean,0.0003631738,0.1734923,0.351778027,1.560611227,,Freundlich–Langmuir,"[nan, nan, nan]"
ALEJEI_clean,0.0003565023,0.181405854,0.34786888,1.595882499,,Freundlich–Langmuir,"[nan, nan, nan]"
ALEJIM_clean,0.0003844592,0.195846855,0.384482592,1.697026269,7.455640463258984e-06,Freundlich–Langmuir,[4.1775081  0.09560393 0.4165158 ]
ALICAA_clean,0.0001399152,0.066143374,0.129941925,0.535628439,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXAU_clean_h,0.0001241378,0.06000675,0.120825028,0.525458806,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXOJ_clean,0.0002343318,0.128599981,0.255807112,1.137282336,,Freundlich–Langmuir,"[nan, nan, nan]"
ALIXUP_clean,4.70221e-05,0.022107299,0.045070677,0.220967883,,Freundlich–Langmuir,"[nan, nan, nan]"
ALOLES_ion_b,1.32375e-05,0.006131386,0.012096701,0.057549587,3.634418933047621e-07,Freundlich–Langmuir,[0.01055354 1.1855057  0.04310082]
ALOLIY_clean,3.44083e-05,0.012798155,0.025451795,0.126828873,,Freundlich–Langmuir,"[nan, nan, nan]"
ALONEV_clean,5.98373e-05,0.028419436,0.058298901,0.26639223,,Freundlich–Langmuir,"[nan, nan, nan]"
ALUJIB_clean,0.0001944417,0.111256348,0.219167942,0.896492339,,Freundlich–Langmuir,"[nan, nan, nan]"
ALUKIC_clean,0.0003139673,0.142492192,0.284520633,1.357162586,,Freundlich–Langmuir,"[nan, nan, nan]"
ALULEZ_clean,0.0001970738,0.120874004,0.238853485,1.171252898,,Freundlich–Langmuir,"[nan, nan, nan]"
ALULID_clean,0.0001872282,0.125607087,0.251772979,1.135809871,,Freundlich–Langmuir,"[nan, nan, nan]"
ALURAB_clean,0.0002384956,0.10750697,0.214620677,0.944714092,,Freundlich–Langmuir,"[nan, nan, nan]"
ALUREF_clean,0.0002156609,0.110693678,0.218290718,0.96983859,,Freundlich–Langmuir,"[nan, nan, nan]"
ALURIJ_clean,0.0002589065,0.115416477,0.226705678,0.973986117,,Freundlich–Langmuir,"[nan, nan, nan]"
am301365h_si_002_clean,0.0002540466,0.116119689,0.230182055,1.066119972,,Freundlich–Langmuir,"[nan, nan, nan]"
AMAFOK_clean,0.0002286972,0.105345688,0.203310287,0.773071162,5.14918037457556e-06,Freundlich–Langmuir,[11.42060164  0.01912463  3.78285403]
AMAGAX_clean,0.0001933836,0.095867835,0.183853184,0.763486154,4.378275041494602e-06,Freundlich–Langmuir,[0.33968701 0.59514902 0.20331955]
AMILOY_clean,0.0003649211,0.171486102,0.326374997,1.087360587,,Freundlich–Langmuir,"[nan, nan, nan]"
AMILUE_clean,0.0003932211,0.169351686,0.323732671,1.060882211,0.0005573098498680778,Freundlich–Langmuir,[2.97212100e+03 1.20795508e-04 8.71054612e+02]
AMIMAL_clean,0.0003574737,0.178260229,0.324544434,1.044673757,2.1086335906094065e-05,Freundlich–Langmuir,[0.82390498 0.4851864  0.52690028]
AMIMEP_clean,0.0003723685,0.176514566,0.326604376,1.047844846,6.1846165304503535e-06,Freundlich–Langmuir,[1.69069354 0.22760337 0.79972033]
AMIZIG_clean,7.2332e-05,0.028589237,0.056836028,0.26658424,,Freundlich–Langmuir,"[nan, nan, nan]"
AMOYOR_clean,0.0003921153,0.185541294,0.355290334,1.232029497,,Freundlich–Langmuir,"[nan, nan, nan]"
AMUFOF_clean,0.0001780442,0.068777115,0.133465933,0.569968062,1.7820305092808292e-05,Freundlich–Langmuir,[0.43851825 0.32476386 0.23076394]
AMUPOP_clean,0.0005140801,0.21054381,0.381310515,1.126052014,2.127700375884476e-05,Freundlich–Langmuir,[1.54111845 0.30603868 0.7962816 ]
AMUWUB_clean,6.78675e-05,0.048693761,0.096156547,0.471491907,,Freundlich–Langmuir,"[nan, nan, nan]"
AMUXAI_clean,0.0001031656,0.041137295,0.081917808,0.394838505,,Freundlich–Langmuir,"[nan, nan, nan]"
ANEHEI_clean,0.0002679797,0.130151979,0.254017921,1.019656868,,Freundlich–Langmuir,"[nan, nan, nan]"
ANIDIL_clean,7.99575e-05,0.034913189,0.066855925,0.292473854,2.2028116384267864e-06,Freundlich–Langmuir,[0.0311052  2.42951453 0.09941979]
ANOMOG_clean,0.0005074731,0.235647236,0.445384272,1.740896953,5.19126950435069e-07,Freundlich–Langmuir,[0.8056216  0.62873042 0.26368145]
ANOMUM_clean,0.0004268294,0.19163479,0.381077362,1.646249093,,Freundlich–Langmuir,"[nan, nan, nan]"
ANONAT_manual,0.0003629502,0.169303192,0.328269563,1.463987127,4.379926321617246e-06,Freundlich–Langmuir,[0.31184927 1.13590459 0.1002968 ]
ANUGEW_clean,0.0003041633,0.156793626,0.311526847,1.500932688,5.865187717835862e-06,Freundlich–Langmuir,[1.30878901 0.24136695 0.06445079]
ANUGIA_clean,0.0003234247,0.167313779,0.339602793,1.582709627,,Freundlich–Langmuir,"[nan, nan, nan]"
ANUGOG_clean,0.0003509502,0.185330082,0.367826757,1.709715745,,Freundlich–Langmuir,"[nan, nan, nan]"
APACAX_clean,0.0008724369,0.419879778,0.805379867,2.879020591,,Freundlich–Langmuir,"[nan, nan, nan]"
APARAM_clean,0.0004691866,0.220648026,0.385633905,1.21404636,3.787667363328717e-05,Freundlich–Langmuir,[0.36358228 1.49964196 0.37804224]
APEBED_clean,0.000607322,0.276349202,0.495017555,1.40507042,1.0299263909129671e-05,Freundlich–Langmuir,[1.81083455 0.34685346 0.79959697]
APEBEE_clean,0.0006143943,0.29555399,0.546750305,1.809180628,1.5883838354531704e-05,Freundlich–Langmuir,[2.08882157 0.30940192 0.62042721]
APEBII_clean,0.0023390211,0.600255919,0.882810853,2.119277548,0.0009701028720162911,Freundlich–Langmuir,[ 0.1516551  27.6776125   0.46440027]
APEBUU_clean,0.0002324202,0.110566817,0.216706312,0.85485561,,Freundlich–Langmuir,"[nan, nan, nan]"
APUPEH_clean,0.0003642844,0.20244091,0.401077071,1.891667925,2.235908022009445e-05,Freundlich–Langmuir,[2.63268539 0.1553587  0.13563555]
AQEGUY_clean,0.0013645725,0.412561544,0.642224621,1.527467777,1.3959307732878362e-05,Freundlich–Langmuir,[0.45898808 2.91676122 0.5380351 ]
AQEQES_clean,0.0001887495,0.094134306,0.18778775,0.851120812,,Freundlich–Langmuir,"[nan, nan, nan]"
AQEQIW_clean,0.0002156884,0.101741107,0.202584246,0.908281536,,Freundlich–Langmuir,"[nan, nan, nan]"
AQERUL_clean,0.0034924987,1.045092612,1.485514169,2.364254404,6.363530242738166e-05,Freundlich–Langmuir,[2.19881374 1.64871289 0.91589681]
AQIQAU_clean,0.0003042014,0.150702009,0.296900604,1.371998844,1.2268088613604455e-06,Freundlich–Langmuir,[0.95055015 0.32261993 0.11574206]
AQIXUU_clean,0.00029983,0.13758779,0.258568544,0.83186239,3.2305400285779786e-06,Freundlich–Langmuir,[4.72596634 0.06208407 2.09852655]
AQIXUV_clean,9.87088e-05,0.052413004,0.104218462,0.486346796,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOLEZ_clean,0.0005222598,0.238450376,0.459762061,1.894373105,1.250102066478957e-05,Freundlich–Langmuir,[1.60145135 0.31053269 0.2902394 ]
AQOLID_clean,0.0004526469,0.208065759,0.38908938,1.530435752,3.7836245034994345e-06,Freundlich–Langmuir,[0.35876298 1.28311454 0.20367641]
AQOLOJ_clean,0.0014143968,0.597845634,1.028780525,3.202325522,6.994862454254413e-05,Freundlich–Langmuir,[0.72208774 2.15414389 0.35988806]
AQOLUP_clean,0.0004775173,0.236976732,0.459055339,1.868568501,6.363314820994992e-06,Freundlich–Langmuir,[3.94570305 0.12425618 0.56182381]
AQOMAW_clean,0.0003310807,0.176193282,0.341899176,1.372743379,1.6176099645116356e-05,Freundlich–Langmuir,[7.5734275  0.04799085 1.30432768]
AQOMEA_clean,0.000450644,0.212675031,0.422662735,1.760688874,,Freundlich–Langmuir,"[nan, nan, nan]"
AQOMEA01_clean,0.0004113677,0.225421228,0.430348489,1.80253055,3.501857290178625e-05,Freundlich–Langmuir,[0.47595573 1.01160777 0.16063011]
AQUCOF_clean,0.000163034,0.075653338,0.151387496,0.702780937,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCOG_clean,7.491e-05,0.043529848,0.086766297,0.41748327,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUCUM_clean,8.11525e-05,0.04456967,0.088189588,0.425665405,4.785062715445405e-06,Freundlich–Langmuir,[0.05112138 1.77472812 0.02778954]
AQUDAS_clean,0.0001574602,0.076135473,0.151677334,0.703838568,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDAT_clean,0.0002189688,0.101659828,0.189564433,0.675023987,1.0350193961860526e-06,Freundlich–Langmuir,[0.51349775 0.43053678 0.4295328 ]
AQUDEX_clean,0.0001891094,0.100428484,0.193284059,0.683912131,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDIB_clean,8.82868e-05,0.042108341,0.085562387,0.403288716,,Freundlich–Langmuir,"[nan, nan, nan]"
AQUDOH_clean,0.0001820001,0.091132262,0.170125974,0.643549353,8.949617737144959e-06,Freundlich–Langmuir,[0.24620518 0.81209846 0.27165007]
ARADEE_clean,0.0002874936,0.126413324,0.25128736,1.145738592,,Freundlich–Langmuir,"[nan, nan, nan]"
ARAFEF_clean,0.0003871915,0.190887322,0.383621832,1.757454885,,Freundlich–Langmuir,"[nan, nan, nan]"
ARAFIJ_clean,0.0004004127,0.203813854,0.404928699,1.79349203,,Freundlich–Langmuir,"[nan, nan, nan]"
ARAFOP_clean,0.0004986272,0.225779514,0.425793602,1.598007139,7.213591975434577e-06,Freundlich–Langmuir,[1.15679506 0.41863501 0.36802936]
ARAGOR_clean,0.0003179609,0.142224731,0.280494311,1.179504699,,Freundlich–Langmuir,"[nan, nan, nan]"
ARINOF_clean,0.0004175136,0.182222464,0.351084491,1.264911365,,Freundlich–Langmuir,"[nan, nan, nan]"
ARINUL_clean,0.0003211077,0.15743677,0.306342491,1.138864719,,Freundlich–Langmuir,"[nan, nan, nan]"
AROFAP_clean,0.0004179799,0.202476452,0.390470396,1.491285269,1.124586644036708e-06,Freundlich–Langmuir,[11.05851249  0.03800335  1.97116896]
AROFET_clean,0.0002736773,0.131574116,0.25975712,1.155744404,,Freundlich–Langmuir,"[nan, nan, nan]"
ARUYES_clean,0.0003333069,0.160309465,0.309437111,1.209095209,3.4972306637288205e-07,Freundlich–Langmuir,[4.50813018 0.073785   1.01535695]
ARUYUH_clean,0.0004248235,0.205915257,0.383135253,1.496355339,1.823221137489916e-05,Freundlich–Langmuir,[0.30385995 1.51855053 0.20129695]
ARUYUH01_clean,0.0005348134,0.253324948,0.476292679,1.779419947,5.596565554006705e-06,Freundlich–Langmuir,[1.15134591 0.47431228 0.35231299]
ASACON_clean,0.0001141559,0.052650794,0.106634718,0.448699548,0.0007928854470812665,Freundlich–Langmuir,[8.66746194e+02 1.27262593e-04 3.24286266e+02]
ASADAA_clean,0.0001108954,0.064499348,0.125999698,0.552252763,1.0763725529956407e-05,Freundlich–Langmuir,[0.53814958 0.24608379 0.22623763]
ASANAL_clean,0.0003251072,0.168786612,0.325225611,1.195259829,,Freundlich–Langmuir,"[nan, nan, nan]"
ASEJOZ_clean,0.0001029258,0.053027621,0.103142051,0.422166359,3.0996217948212565e-06,Freundlich–Langmuir,[2.02721984 0.05383298 1.07648539]
ASEJOZ01_clean,9.98858e-05,0.052504306,0.102306485,0.410501872,,Freundlich–Langmuir,"[nan, nan, nan]"
