Adsorbent,O2_20C_0.001bar,O2_20C_0.5bar,O2_20C_1bar,O2_20C_5bar,O2_20C_15bar,RMSE_DSFL,model,fit_parameters
ja512973b_si_003_auto,0.0003431152,0.168153319,0.332737923,1.502340098,4.09122478,0.0008311242480887174,DSFL,"[1.0560741522205555, 0.0006404540969227853, 0.6833297665641082, 0.5425398553620224, 0.6425332187075677, 0.10482271655491252]"
ja512973b_si_004_auto,0.0003335072,0.158790902,0.31661958,1.518912931,4.352535064,0.0003123032314661443,DSFL,"[1.0847693691415126, 0.000185968848656078, 0.5542678217731305, 0.8901703462600721, 0.3611346981084377, 0.05548294389941445]"
ja512973b_si_005_auto,0.0003065306,0.183647208,0.355457618,1.666654115,4.468815526,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ja5131269_si_002_clean,0.0005008672,0.225834765,0.426500952,1.543272052,3.643135923,2.5610058608224438e-05,DSFL,"[12.135695747025744, 0.02036620315957492, 12.277772230034149, 2.816657470440808, 0.08290338184399924, 4.810045238332816e-08]"
ja5131269_si_003_clean,0.0005410164,0.232855967,0.439295947,1.618880603,3.776213265,1.9745632469480043e-05,DSFL,"[2.6015836727277573, 0.10565920525137897, 2.3444608158378415, 2.447009778551426, 0.09075819910949615, 2.2293606672625328e-07]"
ja5b00365_si_002_clean,0.0002526092,0.154030195,0.307152362,1.47852192,4.022385788,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ja5b02556_si_002_clean,0.0009684557,0.379096857,0.685375625,1.805848591,2.707701998,8.789727611113405e-05,DSFL,"[12.874149805115064, 0.054598486395183464, 4.807551764006133, 2.7249962719430854, 0.05170904969270545, 2.526326574594743e-07]"
ja5b02897_si_003_clean,0.0001397441,0.076226302,0.15525365,0.735391045,1.991320677,0.0007615991218409244,DSFL,"[1.2816609727821412e-43, 0.8045964123123729, 0.7716918413896127, 5.463614814252777, 0.028624319136409213, 0.4587095508568181]"
ja5b02999_si_002_clean,0.0002171454,0.103480343,0.206347682,0.98261359,2.802509017,0.00020462401227731579,DSFL,"[3.3195144765723072, 0.007955485917020536, 17.315336257220757, 4.058466250911021, 0.045111666416715664, 5.552722283056632e-08]"
ja5b02999_si_003_clean,0.0001873949,0.095993449,0.191737039,0.906537083,2.527965374,0.0002716455157321828,DSFL,"[2.400825036292134, 0.01487469849280502, 6.562521247338019, 2.2844902176055153, 0.06960312146138363, 3.09403122772471e-07]"
ja5b02999_si_004_clean,0.0001996032,0.11160313,0.218801556,1.038586226,2.879345981,0.0004906704676326874,DSFL,"[0.7455763418893282, 2.1559352457463722e-15, 0.6023931055620877, 1.3758149534942907, 0.16245147692139497, 0.12325018815335967]"
ja5b02999_si_006_clean,0.0002636688,0.126175993,0.245513338,1.152435726,3.259224932,2.956067316025274e-07,DSFL,"[7.592720910813118, 0.03135759101911712, 0.23733454440793478, 0.12847343755812948, 0.20449713427018412, 5.661715967408237]"
ja5b02999_si_007_clean,0.0003125935,0.161607877,0.3210663,1.497212843,4.357229268,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ja808995d_si_002_clean,0.0005566728,0.265331915,0.456197243,1.411977417,2.795262988,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ja809985t_si_002_clean,0.0002601509,0.151066857,0.297814704,1.410194751,4.10599975,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ja903726m_si_002_clean,7.74762e-05,0.055774866,0.109888,0.538753625,1.484449775,0.0006867707585727035,DSFL,"[1.2882480226757269e-17, 0.7755534314904386, 0.00017597026811617955, 11482.418066217828, 9.779515512018402e-06, 861.2276994880459]"
ja907023c_si_001_clean,0.0003082485,0.138218104,0.276817134,1.272858099,3.511385919,0.0010172296079090383,DSFL,"[0.8799754472909209, 0.0005187789704508332, 0.6320518117766918, 0.6093198098851744, 0.4683191803271536, 0.09602192709522342]"
ja907023c_si_002_clean,0.0002731633,0.140729202,0.279623949,1.306712801,3.541864925,0.00022316759767893995,DSFL,"[0.8909364288619771, 0.0007952865461225284, 0.6422594975266529, 2.13021169638867, 0.13367679093183168, 0.1729216000407485]"
ja907023c_si_003_clean,0.0002681511,0.14275913,0.284758917,1.3221979,3.606399119,0.0005599510731090657,DSFL,"[0.9174100182922984, 0.000670108244700148, 0.6325443378704958, 1.361152474995081, 0.2137436204413225, 0.13451639890247863]"
ja907023c_si_004_clean,0.0002932119,0.140330734,0.28172906,1.303562652,3.555282504,0.0009495816364874336,DSFL,"[0.9019141304029901, 0.0006686049498485091, 0.6320975402024921, 1.246365732683177, 0.23081813653888103, 0.13121712392086138]"
JABMEF_clean,0.0002067964,0.107282685,0.212480861,0.877197414,1.948070448,0.0007403660202406035,DSFL,"[0.9072393144646962, 0.10163463225849641, 1.1502729236864615e-06, 6.1743082365214885, 0.021265835097639962, 4.510452187276211]"
jacs.5b11079_ja5b11079_si_002_clean,0.0005401086,0.269364928,0.502625494,1.961347359,4.608123268,,DSFL,"[nan, nan, nan, nan, nan, nan]"
jacs.5b12516_ja5b12516_si_002_clean,8.9396e-05,0.048725958,0.095147404,0.451011694,1.244667327,,DSFL,"[nan, nan, nan, nan, nan, nan]"
jacs.5b12516_ja5b12516_si_003_clean,9.96546e-05,0.047952902,0.09570503,0.45017782,1.264459752,0.0001513353262428977,DSFL,"[0.4327530233462867, 0.039460686233634246, 3.198370549376588, 5.458428710550041, 0.014736331455675024, 1.1817688813380728e-07]"
jacs.5b12516_ja5b12516_si_004_clean,8.71978e-05,0.047629758,0.095148137,0.449001017,1.267933007,0.00016056499894742153,DSFL,"[0.3408905769510516, 0.04700536886098287, 2.7499435021176106, 4.665909752862492, 0.017324593363630656, 1.292097679346154e-07]"
jacs.5b13491_ja5b13491_si_002_clean,0.0002355377,0.129753542,0.257578698,1.210173617,3.31070353,0.00012332817567389088,DSFL,"[0.8356132973803037, 0.0006608151409476764, 0.6373239152111406, 1.8387054245774295, 0.14257770611980994, 0.15262536454564626]"
jacs.6b01345_ja6b01345_si_001_clean,0.0005687592,0.227037744,0.402296523,1.399506441,3.210105485,1.030940765467586e-06,DSFL,"[0.22230874408743598, 2.357750449360787, 0.3110330883725361, 2.5087584931766496, 0.01701623426706367, 0.009115939117223543]"
jacs.6b01663_ja6b01663_si_003_clean,0.0003405557,0.158698969,0.322187003,1.547322044,4.189587511,,DSFL,"[nan, nan, nan, nan, nan, nan]"
jacs.6b02030_ja6b02030_si_002_clean,7.02763e-05,0.037077426,0.073333775,0.352658094,0.994224771,2.412279854094425e-06,DSFL,"[0.0049144753813547435, 0.48819786108784413, 3.2214729367134933, 1.8866067416954306, 0.03883957921813061, 0.21858732015846843]"
jacs.6b02030_ja6b02030_si_003_clean,0.0001175519,0.05308002,0.104801781,0.497661254,1.383702186,3.7303740504060845e-06,DSFL,"[0.001699920227005955, 3.814159196763391, 0.4582040615164209, 1.7585194966431392, 0.05842449012600767, 0.18863896880346842]"
jacs.6b02030_ja6b02030_si_004_clean,4.97871e-05,0.026111799,0.05197933,0.249642055,0.679010239,3.0465567494045087e-05,DSFL,"[2.8272039894257373, 0.008218629295716134, 1.2703085115814292, 3.682630667566602, 0.00796853489294268, 1.3410959209189455]"
jacs.6b04608_ja6b04608_si_003_clean,0.0003011271,0.149587055,0.294221593,1.313814397,3.513510956,0.0004533490770921093,DSFL,"[0.8719356601673813, 0.0009373405677259671, 0.6370108114549395, 0.5937295013695123, 0.5205509810207901, 0.1290174941018392]"
jacs.6b06759_ja6b06759_si_002_clean,0.0003444012,0.173541929,0.349351669,1.553337823,3.981994341,0.0017522616675265028,DSFL,"[1.0849170290188352, 0.0017624528646242048, 0.6287539963424763, 2.080515039435373, 0.17247067075136693, 0.24149436961352916]"
jacs.6b06759_ja6b06759_si_004_clean,0.0002619083,0.144284662,0.285356307,1.3274358,3.649436391,0.00012322100468935984,DSFL,"[0.9149822221357061, 0.0005496909756147874, 0.6431337102626892, 1.0140980404357767, 0.28884281028450154, 0.11211492981058092]"
jacs.6b08724_ja6b08724_si_009_clean,0.0004157265,0.185551149,0.373369507,1.696001101,4.748401929,0.002500897696713812,DSFL,"[1.2771338513095474, 0.0006148209742702828, 0.40862979860944404, 0.22816740423112836, 1.7303266976111504, 0.0678084182616687]"
jacs.6b08724_ja6b08724_si_010_clean,0.0003374146,0.19480609,0.384518441,1.759787647,4.752565318,0.00026312014617012954,DSFL,"[0.9956460713716855, 0.0007571545179482518, 0.6586344349663923, 1.3036038761334967, 0.30472977096142956, 0.1330566676827442]"
jacs.6b08724_ja6b08724_si_011_clean,0.0004158564,0.194291563,0.389778714,1.806908939,4.955994325,0.0012638769798284624,DSFL,"[1.4095131805803631, 0.0006608244318295463, 0.5677296940707901, 1.521023375444784, 0.2617320800809025, 0.11866332726361044]"
jacs.6b08724_ja6b08724_si_012_clean,0.0002989511,0.151384248,0.297617339,1.440423153,3.918375333,,DSFL,"[nan, nan, nan, nan, nan, nan]"
jacs.6b08724_ja6b08724_si_013_clean,0.0002991648,0.178358793,0.347872011,1.658262149,4.514950006,,DSFL,"[nan, nan, nan, nan, nan, nan]"
jacs.6b08724_ja6b08724_si_014_clean,0.0004777271,0.22399489,0.443020434,2.075502445,5.657219206,5.93145820827604e-05,DSFL,"[1.5714885525130817, 2.4552039054787458e-11, 0.3341796548374514, 2.9823657830318164, 0.15184187968899854, 0.15408634305418792]"
jacs.6b08724_ja6b08724_si_015_clean,0.0003577407,0.190996965,0.37778641,1.720058099,4.683131094,0.0006425000613607453,DSFL,"[0.9884844442728669, 0.0006535834802580711, 0.6607869711209808, 0.8300742169892324, 0.47320231757268544, 0.11076150789046237]"
jacs.6b08724_ja6b08724_si_016_clean,0.0004245076,0.186757615,0.36709616,1.724015395,4.790542494,0.0003944405768025518,DSFL,"[1.2930789278096149, 4.53384298551992e-11, 0.4080304564004027, 1.2237920142838477, 0.30825793077804736, 0.09643291112925305]"
jacs.6b09113_ja6b09113_si_002_clean,0.0002723645,0.137958178,0.275663446,1.266408773,3.406432241,0.0007286626976902197,DSFL,"[0.8287593163354249, 0.0008385577983815975, 0.6577944145105018, 1.358838562613176, 0.20771554523131347, 0.1558298504082183]"
jacs.6b09155_ja6b09155_si_009_clean,0.0003051463,0.133353056,0.264615448,1.222925338,3.248348329,0.00022216636438045608,DSFL,"[0.8640192239069084, 0.0012539845970681114, 0.5884696105601521, 2.238728502127061, 0.12055150621258887, 0.21799464436496724]"
JADBEY_clean,0.0003436162,0.162886252,0.315302187,1.168927859,2.223018088,0.0008794907422606111,DSFL,"[2.1941941350029222e-10, 0.18678429689905285, 0.83898418394716, 2.7039022245526882, 0.12780758546223003, 0.7908263667889677]"
JADBIC_clean,0.0001820962,0.097197062,0.191848456,0.864798732,2.14632736,5.65737300471057e-05,DSFL,"[8.351317823323274e-11, 0.47729833114822545, 0.7772838527543582, 3.1010539323173774, 0.06370912166893092, 0.48098848058978705]"
JADJOQ_clean,0.0002048911,0.103212508,0.206590016,0.944531433,2.455639209,0.0005688780346619631,DSFL,"[2.0231946527455656e-09, 0.18423135771023944, 1.1132860375050655, 2.1873243447447, 0.09665235457838066, 0.28538868920986205]"
JADMAF_clean,0.0001356878,0.061712735,0.118757812,0.485232059,1.02570067,1.9900717045960125e-10,DSFL,"[0.0036723430901889776, 3.1447142606617313, 1.5409555756120115, 1.8434897032141098, 0.06737336929329817, 0.8551426846077589]"
JADMIN_clean,0.0003393062,0.15980324,0.286539893,0.874300638,1.427309037,1.2612221239506559e-05,DSFL,"[0.332314166841394, 0.4914794067066077, 1.2562768132353264, 2.811726033786152, 0.07266000887513913, 1.2083714202758828]"
JAJZAY_clean,0.0004139188,0.222421219,0.427652774,1.778245916,4.432081809,2.3555967140416757e-05,DSFL,"[1.627328030257485, 0.07050226966311103, 1.3460584165846892e-07, 0.8434512728716412, 0.41711363765760234, 0.3360549603371891]"
JAKBIJ_clean,0.0002085561,0.102123864,0.200337303,0.95833704,2.560409794,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JAKBOP_clean,0.0002030677,0.103232505,0.20977172,0.979988452,2.577763853,0.0010080921114609157,DSFL,"[121.54374566090854, 0.000760157804086623, 50.456755595521614, 6.265148483959198, 0.019107074439836877, 2.172743682785282e-30]"
JAKBOP01_clean,0.0002195327,0.100186488,0.195680466,0.921672336,2.417705311,2.7448104103869477e-11,DSFL,"[0.49900193128837805, 0.04401317807580791, 76.92919674736724, 37.35998948902154, 0.005290341992264049, 2.6708909144045907]"
JAKBUV_clean,0.0002195327,0.093369998,0.183993094,0.861097778,2.293875152,9.84206668504915e-10,DSFL,"[0.01049280959387575, 3.1159007341529064, 3.4231549858854917, 2.936683591052726, 0.06374141732630037, 0.3013102063365261]"
JALCAD_clean,0.0003133525,0.141602997,0.276605697,1.293631006,3.363962124,4.696436019550867e-12,DSFL,"[18.9746787478118, 0.014756585663062111, 1.1100967834559081, 0.11129698358279026, 0.3008657626094153, 12.915608796279166]"
JALLEQ_clean,0.000101726,0.044204578,0.08750419,0.437231624,1.229406453,0.0010134230249450036,DSFL,"[5e-324, 0.8327790122818143, 0.00033999008837361233, 14207.753994036542, 6.34224407745572e-06, 995.7650943438429]"
JALLOA_clean,8.17067e-05,0.044380371,0.091475221,0.431667991,1.222171503,0.0006881657486938585,DSFL,"[1.2901261972983586, 0.010194317790172774, 11.708401595394237, 4.482101005666626, 0.017623944255091378, 6.888541955029534e-07]"
JALTUL_clean,0.000225315,0.094898573,0.189002399,0.938277127,2.549910122,0.0029710146856984,DSFL,"[2.794094365844798e-16, 0.5433435838949311, 9.678021916423654e-05, 8048.847666248053, 2.4413922651609877e-05, 395.5642961443344]"
JASNAT_clean,0.0004876207,0.22815007,0.428846641,1.51921403,2.78894684,1.1955555943529943e-06,DSFL,"[0.23513463962261671, 0.45402520635966437, 0.8717315323904954, 3.7286633561892564, 0.1028824448134624, 0.883672798681563]"
JAVNIE_clean,0.0002684003,0.150464198,0.295429885,1.323885491,3.311431242,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JAVTEG_clean,0.0002908995,0.1465892,0.286655282,1.210872374,2.632465885,2.1861424224304058e-05,DSFL,"[3.0290038584019623, 0.0315754463937945, 1.795545188277062e-09, 14.895014697099391, 0.01373120467490913, 5.021703374870138]"
JEDKEJ_clean,0.0001206317,0.063109845,0.126440199,0.591500113,1.67337464,0.0003234277945360435,DSFL,"[3.0720707335819695, 0.0062604514787760225, 26.198683816547067, 1.8803592025031444, 0.05835412994174342, 8.194670630794062e-08]"
JELPAS_clean,3.21553e-05,0.019270948,0.038658975,0.186014573,0.493315826,0.0002460601976180967,DSFL,"[5e-324, 0.7059510410028559, 1.1380053255246492, 5040.540496387514, 7.839383814663812e-06, 1560.90160136506]"
JENKET_SL,0.0002502941,0.11043586,0.218972291,0.985712154,2.618572691,0.0004799065532279225,DSFL,"[0.39071027746300496, 0.0011975687039053964, 0.5535098372670524, 0.7249669267159485, 0.31334202469582034, 0.15282554762106465]"
JENKIX_SL,0.0002137197,0.101270388,0.198720777,0.83219163,1.913973167,0.00026936479854591105,DSFL,"[0.7462166759627323, 0.1328328666175279, 3.1376668081189263e-07, 5.541853043152061, 0.01983648383623915, 5.1858460788330065]"
JETZAK_clean,0.0004148031,0.189248209,0.378534923,1.55617482,3.626245129,0.0021840264286484834,DSFL,"[15.935270899860832, 0.011903833691430638, 10.64263309198756, 2.168549919142699, 0.09625605167608148, 3.0243906170861133e-07]"
JILWIL_clean,0.0003316968,0.163066713,0.318912969,1.283252432,2.76260744,0.0005639252154927106,DSFL,"[1.541296154962418, 0.08957412293048182, 2.423283107383245e-07, 12.352296389833615, 0.016264115616813738, 6.741592685627232]"
JILWOR_clean,0.0002925481,0.145132663,0.276029766,1.163565043,2.569345996,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JILXOS_clean,0.0002561825,0.116441942,0.218593704,0.726640586,1.24126215,3.3138050245575217e-06,DSFL,"[2.653132835075147, 0.07753730129107053, 2.138546026198461, 2.0246981519765903, 0.02135652308673253, 2.91590258059661e-07]"
JITPOS_SL,0.0001063666,0.050265404,0.100998678,0.44429687,1.099648785,0.00045765210502101913,DSFL,"[2.0901403302213026, 0.022215393935958568, 3.802724384940696, 0.8615809710016269, 0.06703446982742942, 7.99196863589775e-07]"
JIVFUQ_clean,0.0002582325,0.12777302,0.251957858,1.105012231,2.662937179,0.0002186136249674927,DSFL,"[8.351209496462529, 0.015422940604968516, 5.048166709338374, 3.0367106693236314, 0.043626860886352266, 5.222882014869907e-07]"
JIVHIG_clean,0.000153688,0.093552525,0.18031794,0.717016619,1.543646935,1.8320921227387113e-05,DSFL,"[0.17145906878856493, 0.1801688037562675, 0.1810548423580023, 1.1496175600799843, 0.1424633998583389, 0.6428580790543706]"
JIVQOU_clean,0.0009326792,0.352772828,0.585488275,1.360863297,1.827141678,3.6497381197877566e-07,DSFL,"[0.2937108068950199, 1.512100481390521, 0.8143673325587278, 1.6486449907425005, 0.29626470323715665, 1.0110029357530155]"
JIXWUJ_clean,2.23541e-05,0.012526279,0.025121217,0.120442289,0.331864165,4.0414732496980216e-05,DSFL,"[8.695774261968513, 0.0009693365422954375, 33.32584941710223, 0.8485083687544432, 0.01993386055454908, 3.030563549213031e-32]"
JIXWUJ01_clean,2.71443e-05,0.012384171,0.025076509,0.116900761,0.321958106,0.00011461188664077866,DSFL,"[0.09278072246545738, 0.07971210953543029, 0.9976199684485856, 1.181935155643256, 0.015304757640609429, 4.0383567073018215e-06]"
JIXWUJ02_clean,3.35311e-05,0.012254837,0.024386725,0.114306089,0.31856188,2.9958433268545302e-05,DSFL,"[0.05264959538532115, 0.11589060710077702, 0.8844574375904551, 1.3297953355816583, 0.014152022694487221, 0.02353774526066102]"
JIYXUL_clean,1.20186e-05,0.005110914,0.010013004,0.049069729,0.144019747,6.800043215697714e-08,DSFL,"[0.0007615792493321265, 2.6758978865202123, 2.208084278705243, 1.0333901227123605, 0.009600584476212013, 0.24399134833014724]"
JIZJAF_clean,7.71533e-05,0.039784007,0.079117606,0.384924189,1.025040295,0.0007744724701491409,DSFL,"[5e-324, 0.6644303216371132, 1.9958822501286235, 10594.465806176033, 7.696121559351334e-06, 1529.4596930821956]"
JIZJEJ_clean,0.0001000908,0.040090535,0.078500379,0.38141267,1.00956167,0.0007341518047697588,DSFL,"[5e-324, 0.735685287251031, 5.43345641812451, 10280.983485496996, 7.883903458831582e-06, 1571.6118837853842]"
JIZJOT_clean,8.13238e-05,0.03874765,0.076258762,0.368970132,0.980424821,0.0005224494199127286,DSFL,"[5e-324, 0.5770842375910927, 3.3648229881873504, 10052.017275953565, 7.789211831675283e-06, 1545.2937613244844]"
JIZJUZ_clean,8.13238e-05,0.039627615,0.07952214,0.377033697,1.010295669,0.00015924312555784967,DSFL,"[5e-324, 0.7174297617502566, 1.5320042156524214, 4.193843903837375, 0.019171705164657514, 0.7006830085097328]"
JIZWEW_clean,0.0001395288,0.075558943,0.147734312,0.672450788,1.634116027,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JIZWIA_clean,0.0001600477,0.083298687,0.165394963,0.728463389,1.729746596,0.0003404103080961715,DSFL,"[0.7670358958559657, 0.056834911181559006, 0.6488561578018531, 2.233259573975882, 0.057016019658527865, 0.6332143761955795]"
JIZWOG_clean,0.0001966398,0.086235973,0.168221105,0.756890669,1.83067755,1.0393587311690605e-10,DSFL,"[0.014036184884385284, 1.7573763382039762, 3.5236641972583667, 6.1310765691163445, 0.028074968513994866, 0.9784058810768457]"
JOBFEM_clean,0.0002145509,0.101265526,0.193657751,0.764170401,1.528971356,1.4521022364094107e-07,DSFL,"[0.032626144182054874, 0.8628291161416619, 0.8613319189633413, 4.835268203314201, 0.038623651193221274, 1.3882680875833084]"
JOBFIQ_clean,0.0002728237,0.130559721,0.241314254,0.92830865,1.781651915,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOCWIJ_clean,0.0001120021,0.05352369,0.107332719,0.515767193,1.495757927,0.00020053901089042543,DSFL,"[0.6787225943667452, 0.014666767465397199, 11.141198582787037, 4.323030103642613, 0.022815257045723927, 2.0095215522473795e-07]"
JOFGOC_clean,0.0001451634,0.069084932,0.132725316,0.508334782,1.017461531,4.674887324670907e-05,DSFL,"[5.444884380445874e-10, 0.3645547183113126, 0.4577135559887817, 1.0760477918624356, 0.13443440981161103, 0.6859469363761025]"
JOFKIA_clean,8.78952e-05,0.043018601,0.085410948,0.388830092,0.964109117,8.848930795717754e-05,DSFL,"[1.2352741417740689e-111, 0.6304851735079054, 2.0988849842974706, 2.5272727708326745, 0.034612510321549335, 0.7370152064241138]"
JOFKIA01_clean,7.3246e-05,0.0460342,0.088671617,0.406381667,1.028408735,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOGHEU_clean,0.0001983973,0.103379044,0.201521601,0.933174932,2.407916495,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOGHIY_clean,0.0002002166,0.10489347,0.206169027,0.946407794,2.429600264,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOGSAA_clean,0.0002371854,0.133614434,0.270847107,1.329205499,3.821605331,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOJKUQ_clean,0.0001981553,0.101713594,0.200699096,0.986942599,2.705765015,0.0017352476906018098,DSFL,"[1.2052214933066152e-15, 0.533144134315094, 0.002343495957367287, 7999.798707436588, 2.5764536715557502e-05, 344.93338762990635]"
JOKXAI_clean,7.36984e-05,0.035808222,0.069453857,0.320025047,0.751109015,0.0005518035700743553,DSFL,"[1.4081341083677089e-10, 0.49277079162207504, 0.6074469638219926, 25.232536638096473, 0.002870378778418083, 8.753940195270824]"
JOKXAI10_clean,9.2123e-05,0.035592885,0.071016493,0.319117636,0.760492898,0.00016080950248961829,DSFL,"[3.0493967895534653e-91, 0.6800245884028205, 2.4927774886090623, 3.6048211112156388, 0.020193748716437126, 1.3670927549091596]"
JOKXEM_clean,5.91123e-05,0.03460832,0.068025182,0.302933538,0.738283186,5.170503260165853e-06,DSFL,"[0.00014287891254563832, 5.618849367589854, 0.35532921288136765, 1.05814475238412, 0.06603448244537319, 0.5139247766066416]"
JOKXEM10_clean,7.52338e-05,0.035114229,0.067784894,0.307066024,0.742434097,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOKXOW_clean,6.67892e-05,0.034852446,0.069861501,0.314017474,0.742051018,0.00021844752908101598,DSFL,"[1.559324647453094e-08, 0.12013821284150024, 0.3011429127865455, 5.545246843353127, 0.012902527464188478, 2.0856295906679274]"
JOKXOW10_clean,7.13953e-05,0.035121906,0.069410098,0.312926968,0.737348138,1.7593519472347868e-05,DSFL,"[5e-324, 1.706717367428591, 1.2017722466510117, 7.022672147544002, 0.01014569139753327, 2.620230108842658]"
JOKXUC_clean,7.2163e-05,0.033267162,0.065629215,0.297806124,0.726869911,1.9368862038899255e-09,DSFL,"[0.0012899141433228899, 3.800615665858071, 4.042686860995407, 2.452062302315084, 0.027461940015374643, 0.9538383833532058]"
JOKXUC10_clean,7.36984e-05,0.036031621,0.070212336,0.312172711,0.755530921,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOKYAJ_clean,7.02438e-05,0.03552955,0.069103789,0.309136105,0.724888498,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOKYEN_clean,6.44861e-05,0.034822506,0.068268924,0.304630137,0.716765549,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JOKYIR_clean,6.10315e-05,0.034094734,0.068424382,0.307464072,0.715551828,0.0002251494801331056,DSFL,"[5e-324, 0.6750502322418154, 0.09963737921755556, 33.97439258688603, 0.002059087309375151, 12.586459108656236]"
JOKYIR10_clean,7.25469e-05,0.034064794,0.067887765,0.30590489,0.702998914,0.00020198509154471702,DSFL,"[5.563676978365919e-12, 0.7930902554331593, 0.003257252134528321, 377.1395121846071, 0.0001852781650437132, 143.90852853685035]"
JOKYOX_clean,6.33346e-05,0.035408639,0.06960586,0.307960385,0.71139708,3.951268401649782e-06,DSFL,"[0.0009428477808394321, 1.0664342510959834, 0.6678510331784568, 3.361743938167245, 0.02116873881538547, 1.4831990647529476]"
JOKYOX10_clean,7.60015e-05,0.034095886,0.066366583,0.297594241,0.685313595,0.00017567815242019218,DSFL,"[2.575679194459711e-09, 0.679785638226216, 0.613599659946524, 7.19848019529786, 0.009522854164077525, 3.0387813534615953]"
JOLYEQ_clean,6.1194e-05,0.033708812,0.065686061,0.306592368,0.828938809,4.807525643519697e-06,DSFL,"[0.010020146149389359, 0.6280856804751337, 3.7597747729587394, 1.2869389412636916, 0.05102288122733684, 0.30344503348842616]"
JONKEE_clean,0.0001858619,0.086099731,0.170053246,0.765561442,1.908513934,8.587218474374009e-05,DSFL,"[5.64736448397793e-15, 0.5299719980856726, 0.7784882319112784, 2.3694681589259092, 0.07395459607339516, 0.4288612169444377]"
JOQSIT_clean,0.0002184135,0.093130861,0.179959852,0.777110309,1.804559392,1.4630013229054228e-10,DSFL,"[0.007775923042100412, 4.342940495252827, 1.6617229878176634, 3.200196164485321, 0.05777554250797752, 0.6889857808028617]"
JOQSOZ_clean,0.000229673,0.104056129,0.204416125,0.884777096,2.143146763,0.00020233064014914628,DSFL,"[1.7806522077991877e-09, 0.21740053573749152, 0.5304583317024969, 1.5005568844191073, 0.14262409523550024, 0.35320124869919745]"
JORBAV_clean,6.45749e-05,0.033472878,0.064935631,0.307224475,0.827001958,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JORLEJ_clean,0.0002653086,0.136221897,0.268036248,1.198211807,3.050678247,8.969642808322389e-05,DSFL,"[0.8839835651290836, 0.002098932647066417, 0.5862850168316355, 1.8302042076338512, 0.150927477652024, 0.26642163264495994]"
JORRAL_clean,0.0004155053,0.192664454,0.369757351,1.470275524,3.103465885,4.056232586163006e-06,DSFL,"[0.027819469849618944, 1.6579612865796816, 0.3909300961849931, 3.8397558812507477, 0.09385123521108793, 0.7049406157601165]"
JORSEQ_clean,0.0005148008,0.239084338,0.436748499,1.401095585,2.298940469,,DSFL,"[nan, nan, nan, nan, nan, nan]"
JORVET_clean,0.0003425492,0.160552115,0.316671782,1.397536318,3.510582025,0.00030331409838775834,DSFL,"[1.4112438053238634, 0.13821848644815207, 3.063966248250149e-07, 4.997504309305439, 0.02671717145979492, 3.653349150622377]"
JOVXEZ_clean,0.000293148,0.147885271,0.284508041,1.150934186,2.478559384,7.390926802897104e-06,DSFL,"[0.1580405751082961, 0.4769824229292946, 0.6130479809021401, 6.265072215782357, 0.037401506323016864, 1.086833093158953]"
JOVYAW_clean,0.0003717341,0.174989685,0.339905377,1.288667798,2.594296995,0.0007639209380658875,DSFL,"[1.1433697612203908, 0.11321024011455767, 7.551233397544539e-07, 11.501957029675703, 0.020726629964889245, 6.283038372208286]"
JOWFOQ_clean,0.000104087,0.05317544,0.108752315,0.523698807,1.484821318,0.0005765133335403447,DSFL,"[41.525448503659966, 0.0004334909150226544, 126.37822295113888, 4.893373156475805, 0.018607344331988386, 1.1867133180981171e-30]"
JOYKUF_clean,0.0001754061,0.091551014,0.180533972,0.883841115,2.414393503,0.0013018226750846202,DSFL,"[9.316503169694216e-16, 0.5759065718746106, 0.0026108954546422945, 7361.007891797284, 2.5128394743069172e-05, 368.85340180373595]"
jp102463p_si_002_clean,0.0001460031,0.070584112,0.141441082,0.688768335,1.885440696,0.0008005638146074317,DSFL,"[1.7311788261744452e-17, 0.6726332915084097, 0.014831466204355931, 5449.575216581563, 2.6431043231537536e-05, 343.5514205429828]"
jp102463p_si_004_clean,0.000160364,0.077987186,0.156354938,0.759795243,2.08406951,0.0006839432136792849,DSFL,"[3.1554341615316993e-18, 0.640207875310959, 0.0003197598018871983, 17253.300353919945, 9.202694816427273e-06, 966.8049217608335]"
