Adsorbent,O2_10C_0.001bar,O2_10C_0.5bar,O2_10C_1bar,O2_10C_5bar,RMSE_DSFL,model,fit_parameters
acs.chemmater.5b03723_cm5b03723_si_005_clean,0.0004157453,0.266213816,0.494752688,2.049350644,8.539648034532486e-05,DSFL,"[4.906687021496376, 0.03751672781676413, 18.781528706260566, 2.720401299757985, 0.14798570531185867, 1.511488642083338e-08]"
acs.chemmater.6b02817_cm6b02817_si_004_clean,0.0003311322,0.151401729,0.300057137,1.367280918,0.0002321260074979802,DSFL,"[2.26317872413834e-10, 0.8566726842831364, 0.9252521975983976, 7.365588403913207, 0.04175029303042655, 0.619129722504978]"
acs.chemrev.6b00346_cr6b00346_si_001_clean,0.0004163126,0.202923665,0.399999214,1.799613349,1.0076617345426344e-05,DSFL,"[4.296426422552838e-13, 0.04917561947051561, 15.876510074502171, 8.025277429354245, 0.05133939815029237, 0.5915672671190623]"
acs.inorgchem.5b02973_ic5b02973_si_002_clean,0.0005513654,0.228114183,0.40891221,1.270093565,5.4851817902988485e-12,DSFL,"[0.09681351985367388, 0.7056113625239061, 4.497732240638496, 1.6826405597504583, 0.2872683734014882, 0.7228261042663366]"
acs.inorgchem.6b00081_ic6b00081_si_001_clean,0.0001711457,0.077762251,0.153902759,0.662678859,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acs.inorgchem.6b00136_ic6b00136_si_002_clean,0.0013287594,0.533212449,0.965581158,2.50471546,7.256917707859142e-05,DSFL,"[5.408711933455523, 0.10642498754092011, 2.016073105930399, 5.734118531279773, 0.10607649941556811, 2.0209557235209754]"
acs.inorgchem.6b00276_ic6b00276_si_006_clean,0.0014452315,0.554655361,0.940655592,2.817447938,1.0271038039973107e-09,DSFL,"[0.8563385485308033, 1.1361303141956922, 0.9049881267747437, 3.5528389948556316, 0.1332299988435464, 0.3841071814361768]"
acs.inorgchem.6b00433_ic6b00433_si_002_clean,0.0003767189,0.174683197,0.335425104,1.35326434,2.5931626013363173e-10,DSFL,"[0.0016621156090156468, 6.9893094230708135, 11.901470451523634, 1.1631699345691164, 0.3147111047265426, 0.31944430495799636]"
acs.inorgchem.6b00894_ic6b00894_si_002_clean,0.000556668,0.267574023,0.490569619,1.825417981,2.27422681894076e-05,DSFL,"[0.6473772845087046, 0.4444151492520952, 1.2869968589456051, 2.5834450365329187, 0.12178116309929837, 0.09120685646691443]"
acs.inorgchem.6b01211_ic6b01211_si_002_clean,0.0005788201,0.255503016,0.485890943,1.867429199,1.4482044030736652e-09,DSFL,"[0.01953916835949517, 2.7062373553593315, 2.2999428456594764, 3.6247061178304456, 0.14520274021468768, 0.6290132874304901]"
acs.inorgchem.6b01416_ic6b01416_si_004_clean,0.000317764,0.168196451,0.323193058,1.220912434,1.662190415155182e-05,DSFL,"[7.612345810708183e-08, 1.6288751678271418, 0.003102064171431656, 5.055579118794183, 0.0693553869142897, 1.215329043353078]"
acs.inorgchem.6b01569_ic6b01569_si_002_clean,6.527e-05,0.03709101,0.073886945,0.345832839,7.250150579541967e-05,DSFL,"[3.0082597324097198, 0.011259684803068203, 1.5210866916765264, 3.5008558912651178, 0.011765198187213643, 1.4083683437039252]"
acs.inorgchem.6b01740_ic6b01740_si_002_clean,0.0004754571,0.205408048,0.407885872,1.927052422,0.00011039979318600848,DSFL,"[2.626947231473165e-08, 0.31215146474291106, 0.45188429654871415, 4.695661837592829, 0.08832938686999713, 0.20066773589852985]"
acs.inorgchem.6b01762_ic6b01762_si_002_clean,3.99732e-05,0.020814527,0.040025512,0.184161324,2.3782207470950336e-06,DSFL,"[0.011124470831317438, 0.7944144090309196, 1.2836638984107553, 0.28608504850486277, 0.1254907714136315, 0.011269671961634338]"
acs.inorgchem.6b02407_ic6b02407_si_002_clean,0.0006997214,0.33316068,0.644303461,2.608969533,6.093028912946681e-06,DSFL,"[1.8067945795386023e-07, 0.6860706038386135, 0.7063531309604526, 4.78717433282906, 0.14429012589027881, 0.5164038483319396]"
acs.inorgchem.6b02407_ic6b02407_si_003_clean,0.0006670677,0.311943962,0.594882139,2.255927435,4.964378694700606e-06,DSFL,"[2.7580060019739e-07, 1.010949473904396, 0.8859275059837068, 3.127397315003846, 0.2102195796897852, 0.5240649993544885]"
acs.inorgchem.6b02514_ic6b02514_si_002_clean,0.0001554668,0.076075495,0.152444123,0.667395344,0.0006176044577226912,DSFL,"[5e-324, 7.921535455903166, 2.889366784330008e-05, 9479.243932783229, 1.6541398510708458e-05, 1946.747287471996]"
acs.inorgchem.6b02696_ic6b02696_si_002_clean,0.0004354112,0.198837374,0.384613699,1.651790539,1.0488299051866485e-05,DSFL,"[0.15038870957050263, 0.0021295142058023226, 1.3013418965960348, 0.7707005526710995, 0.5373728087740348, 0.17398852431252979]"
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean,0.0002039766,0.089744371,0.176526647,0.777415025,4.794791995213201e-11,DSFL,"[0.002896425500505832, 8.015354231416618, 9.918073660031405, 8.183026493572312, 0.022306444062319068, 1.516948086017083]"
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean,0.0001692301,0.080327119,0.162792482,0.790082673,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_24205_clean,0.0005025092,0.270903135,0.51301938,1.914116444,3.6331803601057864e-05,DSFL,"[4.7942327653021515, 0.05924456050574552, 4.23830526897953, 1.9849221117722275, 0.14671190026371772, 0.018618949731842617]"
acscombsci.5b00188_3001288_clean,0.0004597127,0.200344815,0.395762709,1.959515601,,DSFL,"[nan, nan, nan, nan, nan, nan]"
acscombsci.5b00188_34903_clean,0.0015234968,0.613077419,1.078449963,2.743162355,6.823577802013578e-10,DSFL,"[0.07423739934660468, 2.92637114734005, 1.4023610820056254, 7.924239406284179, 0.16499428229458696, 1.4575724185094074]"
acscombsci.5b00188_5013797_clean,0.000300265,0.140283234,0.281099013,1.27196213,0.0008825010260793995,DSFL,"[0.0018437167107403952, 8.200824630168322, 16.73451815208919, 7917.407309915722, 3.6259786096384526e-05, 666.7948719614294]"
acscombsci.5b00188_5020072_clean,0.0002881079,0.134206215,0.274834113,1.310304331,0.0017541355739877122,DSFL,"[1.378320446802527e-15, 0.920268619347981, 0.0022672159915741036, 4796.145111117559, 5.7533598134117586e-05, 179.30981655986264]"
acscombsci.5b00188_5024922_clean,0.0003201839,0.160435022,0.315742527,1.516180713,4.3638300912065605e-06,DSFL,"[0.07629704285669794, 0.3910690875996691, 1.7523174280588212, 1.6081549147180234, 0.18598606216918603, 0.00165961427726626]"
acscombsci.5b00188_5036495_clean,0.0003823186,0.158201682,0.321078077,1.56722804,0.001230857706912864,DSFL,"[61.199313506661255, 0.005253552333934185, 0.9795185219218598, 2.5573049434377526, 8.828228094905736e-08, 1.684148729957202e-30]"
acscombsci.5b00188_5040209_clean,0.0007873691,0.366986659,0.67504783,2.092148595,8.845276361270827e-06,DSFL,"[7.375029590944895e-11, 0.00011912697356397661, 37.675329241853326, 3.57006533379731, 0.22554678624196248, 0.8669572110897142]"
acscombsci.5b00188_8372_clean,0.0010405969,0.407308545,0.675018178,1.761189434,8.88022209416985e-09,DSFL,"[2.0602397435686455, 0.31671098119902025, 2.710226160552825, 2.8741698482483846, 0.1352388380625411, 0.4859129556368145]"
ACUBAB_clean,0.0001709881,0.0820916,0.157832411,0.612417111,9.636968187701397e-08,DSFL,"[0.1649751781132412, 0.15380864435427294, 0.24999661609742405, 1.2517660359556095, 0.11649220393306117, 0.8113808752788744]"
ACUFEK_clean,0.000357184,0.174706895,0.345642863,1.581315075,7.858039470211683e-05,DSFL,"[4.554826324948771, 0.03278785633303401, 0.7384148261278201, 6.273674258203969, 0.032609621327509046, 0.7468679050934728]"
ACUJOZ_manual,0.000262522,0.126714611,0.247914768,1.175161971,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ACUTOI_clean,8.71734e-05,0.047584088,0.092405589,0.391664639,5.595714354088692e-06,DSFL,"[0.11576407753436892, 0.5670427980265521, 0.07345440533733533, 0.4533286655781555, 0.07219605934894124, 1.78815978224022]"
ADARAA_clean,0.0004929978,0.21403032,0.410256331,1.781257421,4.6728979404542077e-11,DSFL,"[0.030713001527612735, 2.4229113598813057, 1.7905826615981364, 2.733324103380709, 0.15326513174261888, 0.28851222115361375]"
ADASEF_clean,0.0004264598,0.204942388,0.395849509,1.758805709,3.69745923982483e-06,DSFL,"[0.0002949114898416923, 2.3795870932506102, 23.229991242188476, 0.2748497839295711, 1.5763351878610332, 0.09541021878361623]"
ADASIJ_clean,0.0003586742,0.165311825,0.3321323,1.496251909,0.0012740797937621483,DSFL,"[2.6509936252504514e-15, 0.8753350141438231, 0.00043899951334414045, 6308.7881596619745, 5.3779699263255265e-05, 466.9241999904886]"
ADASOP_clean,0.0003783585,0.203791957,0.402430157,1.726431361,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADASUV_clean,0.000320877,0.160265169,0.316277796,1.469782785,2.2195630185301255e-06,DSFL,"[0.42209018418584093, 0.1381996864744644, 1.0511766404089649, 2.080037200659983, 0.12835998290762038, 0.050624715835973465]"
ADATAC_clean,0.0004675235,0.232907312,0.453610648,2.04465224,7.031272566836046e-06,DSFL,"[0.4088739442778657, 0.25374140726878447, 1.343158808962195, 3.2382753299963167, 0.11668981534919384, 0.02005337710154288]"
ADATEG_manual,0.0004479988,0.193492406,0.381578672,1.829437569,5.446378982645306e-13,DSFL,"[0.008183048648199354, 6.862002279504836, 15.466418038247564, 0.14118808928565615, 2.815511271324282, 0.030558258512556606]"
ADATIK_clean,0.00031939,0.181732887,0.35743621,1.657810853,2.5868243699208464e-05,DSFL,"[0.14320633410737324, 3.081092481840563e-08, 0.8267905393738015, 0.6591211568263542, 0.5630770241771411, 0.0842044047383713]"
ADAXEK_clean,0.0004773567,0.220026392,0.418230139,1.434248788,7.90118004954072e-06,DSFL,"[2.9400754034171532e-09, 1.5007680597276456, 0.959126484888314, 12.441865260811678, 0.03725169082933932, 2.8090976822421103]"
ADAXIO_clean,0.0002102121,0.11359994,0.225616721,0.89590268,0.0010841416948853873,DSFL,"[5e-324, 8.130914863047952, 36.120348097206346, 13998.033523803724, 1.697082723978559e-05, 3323.315161493524]"
ADIQEL_clean,0.0012864019,0.543352323,0.950952098,2.814792091,9.977698390721093e-08,DSFL,"[2.271923075354261, 0.41303016263291226, 1.268878456767351, 3.7288090649727725, 0.09352132039699969, 0.09356625203956603]"
ADOBIF_clean,0.0004524208,0.19367597,0.329405273,0.982486178,9.584268490542758e-06,DSFL,"[3.493689557793187, 0.08326148419700583, 8.406704132314518, 3.0075713281650747, 0.06014887237247666, 3.9928288283222516e-07]"
ADOCEC_clean,0.000191633,0.095273297,0.18685647,0.755187809,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ADOGEH_clean,0.0007517085,0.306288044,0.552551415,1.839043894,2.066826287725254e-08,DSFL,"[0.0753440568397852, 2.1702004865860984, 1.2818457812460924, 2.4789718335501236, 0.23747619306183132, 0.6250271676485701]"
ADUROI_clean,0.0001955539,0.112621282,0.223104805,1.062415579,1.609691228509704e-05,DSFL,"[6.318231039832834e-12, 2.0638594478091217, 5.080036505172258, 0.6466259626935871, 0.35221700324690874, 0.06833011028653507]"
ADUWIH_clean,0.0003060631,0.13391796,0.264242018,1.241697845,1.5885502646504272e-09,DSFL,"[0.023468857891798728, 1.5341493569585178, 6.882002258906658, 1.092163162381133, 0.2476188212620163, 0.10582328322641907]"
ADUWON_clean,0.0004064965,0.189792616,0.375697004,1.772666328,5.256792489610602e-11,DSFL,"[0.007616741386768954, 3.069118011534689, 11.830939732729655, 1.5984011602979888, 0.2402159470742681, 0.10107126271606798]"
AFEJOK_ion_b,0.0005917139,0.307760914,0.579571133,2.281522638,3.538624248596127e-05,DSFL,"[1.3445191911492673, 0.21009064819438417, 1.824928798109645, 2.74987492049909, 0.13823156451523186, 1.757791663512039e-07]"
AFITEP_clean,0.0008001838,0.379420893,0.705702896,2.440704542,1.27966870949637e-05,DSFL,"[1.3497408446057548e-07, 0.7636308963809324, 0.7932950203889747, 2.278359450584067, 0.3625103064467684, 0.5085664086837735]"
AFITUF_clean,0.0003131309,0.139893992,0.272486509,1.044694935,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFIXAO_clean,0.0002956582,0.132011374,0.256244996,1.006773266,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AFIXES_clean,0.0002632868,0.133843591,0.253851675,0.99697878,1.127875115925393e-05,DSFL,"[4.183088289519627e-09, 4.729210843380543, 13.023067010086113, 0.530562279238036, 0.5388362905192088, 0.275722069579999]"
AFOVEX_clean,0.000301822,0.155621525,0.30057104,1.286263539,1.1659068494737923e-05,DSFL,"[1.2571851849172867e-11, 7.993836617642613, 2.7728976625567645, 0.5627823908113264, 0.5777934837198598, 0.1725114740623121]"
AFOYAW_clean,0.0004405726,0.199886813,0.391205107,1.657774379,7.288862312190015e-05,DSFL,"[4.214978472226959, 0.04121934820436472, 1.1180741235623148, 5.77580319273497, 0.04078317186219045, 1.1395121165338054]"
AFOYEB_clean,1.90096e-05,0.011619637,0.02342343,0.106357697,0.00010500656796768438,DSFL,"[1.3444895336862172e-09, 0.5661455630052761, 0.6662320854824998, 0.9286492875814526, 0.025730850828722222, 0.9607095605983933]"
AFOYIE_clean,0.0003258075,0.145182665,0.293422255,1.362869866,0.001255078063967698,DSFL,"[0.035031720443465454, 1.2203948421638675, 41.925917526142676, 8784.297014938293, 3.38446437604296e-05, 513.0626055680262]"
AFOYOK_clean,0.000290113,0.145852204,0.289138457,1.316797608,0.00024250061284107047,DSFL,"[2.7934188654248707e-10, 0.8999101733086594, 0.9595148703114705, 7.471727761119195, 0.039657803365108386, 0.6516998430567044]"
AFUKET_clean,0.0004712604,0.216661986,0.399449028,1.399910135,4.62005090396375e-06,DSFL,"[5.121312627593589e-08, 1.4352489309695193, 0.7113093350101114, 0.7713985058894909, 0.6230428356469218, 0.38194899038000235]"
AFUKIX_clean,0.0002858021,0.145814829,0.281942593,1.25484309,9.21550322806464e-06,DSFL,"[0.6487034359891336, 0.09510344234390375, 4.874056007646762, 0.8144896717821216, 0.29781558043146283, 0.00390883378587796]"
AGABIU_clean,0.0001723032,0.079334864,0.157851287,0.769147214,4.343648044698148e-09,DSFL,"[0.007062869584770246, 1.878185239656217, 6.4959111096096915, 1.0690288379513313, 0.148913200280334, 0.06158019720011137]"
AGIREP_clean,0.0002608505,0.128024917,0.2573071,1.152931461,0.0010788914598656566,DSFL,"[1.453859754772928e-07, 0.8902305660632939, 2.3466123721852763e-24, 12.34377879606951, 0.021341933591064934, 1.3134993725114665]"
AGOFEJ_clean,0.0002963536,0.147772964,0.293201248,1.341247169,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AGONAM_clean,0.0001045856,0.056981961,0.11201691,0.505999469,5.7709825892714585e-06,DSFL,"[4.712695237059824e-34, 7.762198624181789, 10.326243190481422, 0.5911270066133838, 0.19645860577633156, 0.20113818405726974]"
AGONEQ_clean,0.000191555,0.090182194,0.181076973,0.82905593,0.0005904876239163122,DSFL,"[3.797145349212748e-16, 1.4954092539269885, 0.00014328312585100422, 5642.945640747861, 3.2671280606921176e-05, 649.1606849925313]"
AGUBUA_clean,0.0029268828,1.07334145,1.692474808,3.213242372,7.793702042820517e-08,DSFL,"[3.4205495336157847, 0.6276994050450941, 1.3762535458385048, 1.4838945093502944, 0.5270471387899959, 0.6485639003007756]"
AHAMAY_clean,0.0001684251,0.075873041,0.139443171,0.463634877,1.8953950630049923e-07,DSFL,"[0.0038797948931379696, 0.372118395119268, 11.824332262532142, 0.3994374563015953, 0.4190976257263584, 0.5228096407710559]"
AHEQAH_clean,0.0003346222,0.171412543,0.339153538,1.574622835,6.024484473796426e-06,DSFL,"[1.5404451179633551, 0.044452432968023634, 1.125297035008528, 3.128695760359189, 0.08891960893351654, 0.1809171203225785]"
AHIYOH_clean,0.0003928839,0.166373283,0.312988506,1.061874719,3.0090785629657824e-09,DSFL,"[0.010546004842340808, 4.25434567495512, 40.73453169743805, 2.6030978037906816, 0.13644682301796351, 0.98877400913904]"
AHOKIR_clean,0.0002358943,0.121504872,0.236815373,0.916726047,0.00032517970060252585,DSFL,"[5e-324, 7.780999445920632, 28.754795155292776, 13967.469498272818, 1.804381950952204e-05, 3526.610492959732]"
AHOKIR01_clean,0.0004438866,0.22306698,0.420800319,1.334986188,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AHOKOX_clean,0.0002835702,0.128190281,0.251408769,1.05094835,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AJAKON_clean,0.000344465,0.156308187,0.311438819,1.187111253,0.002151587587770076,DSFL,"[1.2035604787660814e-08, 0.6988676920810777, 0.04094796241294315, 19.785213549932454, 0.01674436667545783, 4.1429914217912405]"
AJAYIT_clean,3.81191e-05,0.016721584,0.032690316,0.155502686,1.3411492835896773e-06,DSFL,"[0.002435985939974239, 1.5262652035381514, 1.272175767762605, 2.3162198193478654, 0.013697478505228292, 0.4174921182772809]"
AJIGIL_clean,0.0001096495,0.056858993,0.113513307,0.507751184,0.0003011396636468894,DSFL,"[1.4463938850102253e-15, 1.2358323765276353, 1.6137182181888768e-05, 3293.7812376001284, 3.53194962011047e-05, 769.6324629228296]"
AJOTEY_clean,0.0002733553,0.137206023,0.267479823,1.178776371,4.739011651785022e-06,DSFL,"[0.5673786925087926, 0.4017936161120801, 0.19674662529642287, 0.2767282879611696, 0.19832743755834206, 0.07253452120150147]"
AJOVEB_clean,0.0002563082,0.122162421,0.234314708,0.87250127,1.368473745152946e-10,DSFL,"[0.00017673540280398528, 7.505862073661233, 10.607648816195715, 3.9109118335934863, 0.06522901356235263, 1.3453086002762307]"
AKEDIF_clean,0.0005059555,0.244011656,0.476634448,1.929035786,0.0003888278633218054,DSFL,"[1.0252526891742752e-09, 0.881942727499641, 0.8776621303149588, 33.91712704298958, 0.014828934988303167, 3.7072099445714786]"
AKOBAF_clean,0.0003712947,0.186496017,0.352380651,1.30486925,1.3362767815201849e-05,DSFL,"[2.541811099403599e-08, 5.84403669770696, 11.117655894022835, 1.2778890432485128, 0.3115101074570132, 0.4496258094144398]"
AKOXIJ_clean,0.002980167,0.790849735,1.250869776,2.820214553,1.024032649494767e-09,DSFL,"[0.3361399132383459, 4.251132569430956, 1.4159713026116014, 3.232163685504443, 0.48277079257996447, 0.8546548238243494]"
AKUKUO_clean,0.0003708321,0.178855021,0.343344162,1.241964956,0.0001573644844143745,DSFL,"[8.342074420498559e-08, 1.8509128785170799, 0.004491144036311766, 12.785723086831242, 0.029268103237906917, 3.00064136365613]"
ALAMUW_clean,0.0004338711,0.197420714,0.397176216,1.649172137,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALANAD_clean,0.0003631738,0.1734923,0.351778027,1.560611227,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALEJEI_clean,0.0003565023,0.181405854,0.34786888,1.595882499,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALEJIM_clean,0.0003844592,0.195846855,0.384482592,1.697026269,7.454211550647842e-06,DSFL,"[1.429401091913506, 0.08090791992845979, 0.7260466919006678, 2.886531438001925, 0.09829564355536906, 0.32630053278215587]"
ALICAA_clean,0.0001399152,0.066143374,0.129941925,0.535628439,0.0002035511975415886,DSFL,"[8.681253415773341, 0.015706528056374302, 3.1908006919194025, 1.1746288258455657, 2.032396721162775e-08, 0.052605638847875766]"
ALIXAU_clean_h,0.0001241378,0.06000675,0.120825028,0.525458806,0.0006372844681151491,DSFL,"[1.6493918695596659e-16, 0.972300280802574, 7.282174875418435e-05, 3727.5779481474938, 3.334451813180908e-05, 1006.4716450530518]"
ALIXOJ_clean,0.0002343318,0.128599981,0.255807112,1.137282336,0.0005616701563729554,DSFL,"[2.0853758595169683e-07, 0.736263306971701, 4.2918785384656503e-16, 10.971456736514979, 0.02398526117257382, 1.2869664515325787]"
ALIXUP_clean,4.70221e-05,0.022107299,0.045070677,0.220967883,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALOLES_ion_b,1.32375e-05,0.006131386,0.012096701,0.057549587,3.4219443103257837e-07,DSFL,"[0.0006932571214860596, 1.0263447073579524, 1.016927143148064, 0.8977657929870861, 0.013191020526281993, 0.5997423778704735]"
ALOLIY_clean,3.44083e-05,0.012798155,0.025451795,0.126828873,5.7288640003953283e-08,DSFL,"[0.001980026041737063, 4.541402126471491, 3.375777278397686, 1.1210291958332468, 0.022692951336506312, 0.027064857379503177]"
ALONEV_clean,5.98373e-05,0.028419436,0.058298901,0.26639223,0.00046070158474105125,DSFL,"[1.228880357828383e-15, 2.071242361227071, 8.809264366839431e-06, 2020.7055020940018, 2.9219656351967316e-05, 703.1073178704978]"
ALUJIB_clean,0.0001944417,0.111256348,0.219167942,0.896492339,0.00048231208838591554,DSFL,"[4.406590037616263e-40, 8.095382488987935, 70.46184190570436, 14436.999789917892, 1.591862013041351e-05, 3118.704098228792]"
ALUKIC_clean,0.0003139673,0.142492192,0.284520633,1.357162586,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALULEZ_clean,0.0001970738,0.120874004,0.238853485,1.171252898,,DSFL,"[nan, nan, nan, nan, nan, nan]"
ALULID_clean,0.0001872282,0.125607087,0.251772979,1.135809871,0.0008609662212078586,DSFL,"[1.0543057063594437e-07, 0.956184995589012, 5.86703729961664e-34, 12.426795971994373, 0.02072605457563822, 1.2734099349529528]"
ALURAB_clean,0.0002384956,0.10750697,0.214620677,0.944714092,0.0006626225445832863,DSFL,"[0.0018356833808772322, 11.314493269413228, 13.799879681351545, 6797.477696194802, 3.2470798100507725e-05, 957.4354620299224]"
ALUREF_clean,0.0002156609,0.110693678,0.218290718,0.96983859,0.00010932166221810868,DSFL,"[3.729592655246013e-10, 1.1284211661682848, 0.9484428088609009, 4.402511145837547, 0.051221012902543196, 0.6606128231135716]"
ALURIJ_clean,0.0002589065,0.115416477,0.226705678,0.973986117,,DSFL,"[nan, nan, nan, nan, nan, nan]"
am301365h_si_002_clean,0.0002540466,0.116119689,0.230182055,1.066119972,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMAFOK_clean,0.0002286972,0.105345688,0.203310287,0.773071162,9.713872639888346e-10,DSFL,"[0.001397142224805707, 8.015561622690955, 10.522255716535197, 11.424953678484602, 0.01911732191036764, 3.7842234897782956]"
AMAGAX_clean,0.0001933836,0.095867835,0.183853184,0.763486154,4.500134629843694e-06,DSFL,"[3.5812659560661026e-05, 7.346989472478263, 10.457965641426629, 0.3396877266404611, 0.5951477270592047, 0.20331973879852802]"
AMILOY_clean,0.0003649211,0.171486102,0.326374997,1.087360587,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMILUE_clean,0.0003932211,0.169351686,0.323732671,1.060882211,,DSFL,"[nan, nan, nan, nan, nan, nan]"
AMIMAL_clean,0.0003574737,0.178260229,0.324544434,1.044673757,2.0966942973560082e-05,DSFL,"[0.8028361125358942, 0.4377239878247149, 0.6511698643090449, 1.016872039347555, 0.04728934495685643, 0.44234772710540665]"
AMIMEP_clean,0.0003723685,0.176514566,0.326604376,1.047844846,6.1347726220599785e-06,DSFL,"[0.36017853737708244, 0.05230132675412604, 11.653908713681227, 1.9844717194666412, 0.18436622307857242, 0.8621732311089981]"
AMIZIG_clean,7.2332e-05,0.028589237,0.056836028,0.26658424,3.3738525443187144e-05,DSFL,"[1.151504339546895e-09, 0.6885758793777181, 0.6504497532286168, 1.4757921571374923, 0.039162800361375705, 0.451087599809708]"
